nct_id,url,first_received_date,last_posted_date,acronym,brief_title,brief_summary,official_title,allocation,number_of_arms,trial_freshness,enrollment,trial_stage,sites,pipeline_phase,trial_status,overall_status,start_date,primary_completion_date,completion_date,sponsor_type
NCT03543813,https://www.clinicaltrials.gov/study/NCT03543813,"2018-06-01 00:00:00","2023-02-23 00:00:00",PROCLAIM-CX-2029,"PROCLAIM-CX-2029: A Trial to Find Safe and Active Doses of an Investigational Drug CX-2029 for Patients With Solid Tumors or DLBCL","The purpose of this first-in-human study of CX-2029 is to characterize the safety,      tolerability, pharmacokinetics (PK), pharmacodynamics (PD) and antitumor activity of CX-2029      in adult subjects with metastatic or locally advanced unresectable solid tumors or diffuse      large B-cell lymphoma (DLBCL). The antitumor activity of CX-2029 will be evaluated in      subjects with head and neck squamous cell carcinoma (HNSCC), DLBCL, non-small cell lung      cancer (NSCLC) (squamous cell histology only), or esophageal (esophageal adenocarcinoma      [EAC], esophageal squamous cell carcinoma [ESCC], or gastroesophageal [GE] junction) cancer.      PROCLAIM: PRObody CLinical Assessment In Man CX-2029 clinical trial 001      PROBODY is a trademark of CytomX Therapeutics, Inc","A Phase 1-2, First-in-Human Study of CX-2029 in Adults With Metastatic or Locally Advanced Unresectable Solid Tumors or Diffuse Large B-cell Lymphomas (PROCLAIM-CX-2029)",Non-Randomized,3,NULL,150,Registrational,25,"Phase 2",Closed,"Active, not recruiting","2018-06-15 00:00:00","2023-04-30 00:00:00","2023-04-30 00:00:00",Industry
NCT03544281,https://www.clinicaltrials.gov/study/NCT03544281,"2018-06-01 00:00:00","2023-05-23 00:00:00",DREAMM-6,"To Evaluate Safety, Tolerability, and Clinical Activity of the Antibody-drug Conjugate, GSK2857916 Administered in Combination With Lenalidomide Plus Dexamethasone (Arm A), or in Combination With Bortezomib Plus Dexamethasone (Arm B) in Participants With Relapsed/Refractory Multiple Myeloma (RRMM)","This study will evaluate the safety and tolerability profile of belantamab mafodotin when      administered in combination with approved regimens of either Lenalidomide Plus Dexamethasone      [Len/Dex (Arm A)] or Bortezomib Plus Dexamethasone [Bor/Dex (Arm B)] in participants with      RRMM, i.e., those who have relapsed or who are refractory to at least 1 line of approved      therapy. Part 1 of the study will be a dose escalation phase to evaluate the safety and      tolerability of up to 3 dose levels and up to 2 dosing schedules of belantamab mafodotin in      combination with the two standard of care (SoC) regimens. Part 2 will further evaluate the      safety and preliminary clinical activity of belantamab mafodotin at selected dose levels and      dosing schedules in combination with Len/Dex or Bor/Dex.      A total of 152 evaluable participants will be enrolled in the study with up to 27 in Part 1      and up to 125 in Part 2. Participants receiving treatment Arm A, may continue combination      treatment until the occurrence of progressive disease (PD), intolerable adverse events (AEs      ), consent withdrawal, death or end of study. The participants receiving treatment Arm B, may      continue combination treatment for a total of up to 8 cycles. After 8 cycles of combination      therapy, the participants will continue treatment with belantamab mafodotin, as a monotherapy      until the occurrence of PD, intolerable AEs, consent withdrawal, death or end of study.","A Phase I/II, Open-label, Dose Escalation and Expansion Study to Evaluate Safety, Tolerability, and Clinical Activity of the Antibody-Drug Conjugate GSK2857916 Administered in Combination With Lenalidomide Plus Dexamethasone (Arm A), or Bortezomib Plus Dexamethasone (Arm B) in Participants With Relapsed / Refractory Multiple Myeloma - DREAMM-6",Non-Randomized,2,NULL,152,NULL,26,"Phase 2",Closed,"Active, not recruiting","2018-09-20 00:00:00","2023-02-28 00:00:00","2024-02-28 00:00:00",Industry
NCT03547973,https://www.clinicaltrials.gov/study/NCT03547973,"2018-06-06 00:00:00","2023-08-07 00:00:00","TROPHY U-01","Study of Sacituzumab Govitecan in Participants With Urothelial Cancer That Cannot Be Removed or Has Spread","The objective of this study is to evaluate the efficacy and safety of sacituzumab      govitecan-hziy monotherapy and with novel combinations in participants with metastatic      urothelial cancer (mUC).","A Phase II Open-Label Study of Sacituzumab Govitecan in Unresectable Locally Advanced/Metastatic Urothelial Cancer",Non-Randomized,12,"Recently updated",643,Approved,96,"Phase 2",Open,Recruiting,"2018-08-13 00:00:00","2024-07-01 00:00:00","2026-07-01 00:00:00",Industry
NCT03552471,https://www.clinicaltrials.gov/study/NCT03552471,"2018-06-11 00:00:00","2023-06-26 00:00:00",NULL,"Mirvetuximab Soravtansine and Rucaparib Camsylate in Treating Participants With Recurrent Endometrial, Ovarian, Fallopian Tube or Primary Peritoneal Cancer","This phase I trial studies the side effects and best dose of mirvetuximab soravtansine and      rucaparib camsylate in treating participants with endometrial, ovarian, fallopian tube or      primary peritoneal cancer that has come back. Drugs such as mirvetuximab soravtansine are      antibodies linked to a toxic substance and may help find certain tumor cells and kill them      without harming normal cells. Rucaparib camsylate may stop the growth of tumor cells by      blocking some of the enzymes needed for cell growth. Giving mirvetuximab soravtansine and      rucaparib camsylate may work better in treating participants with recurrent endometrial,      ovarian, fallopian tube or primary peritoneal cancer.","Phase I Study of Mirvetuximab Soravtansine (IMGN853) and Rucaparib for Recurrent Endometrial, Ovarian, Fallopian Tube or Primary Peritoneal Cancer",N/A,1,NULL,25,NULL,1,"Phase 1",Closed,"Active, not recruiting","2018-07-12 00:00:00","2022-06-24 00:00:00","2023-12-31 00:00:00",Industry
NCT03564678,https://www.clinicaltrials.gov/study/NCT03564678,"2018-06-21 00:00:00","2023-04-12 00:00:00",NULL,"Levocarnitine and Vitamin B Complex in Treating PEG-Asparaginase or Inotuzumab Ozogamicin-Induced Hyperbilirubinemia in Patients With Acute Lymphoblastic Leukemia","This phase II trial studies how well levocarnitine and vitamin B complex works in treating      abnormal high liver enzyme levels (hyperbilirubinemia) caused by treatment with      PEG-asparaginase or inotuzumab ozogamicin in patients with acute lymphoblastic leukemia.      Amino acids, such as levocarnitine, may work in normalizing liver enzyme levels due to      treatment. Vitamin B complex is a dietary supplement that may be used for patients with      nutritional deficiencies. Giving levocarnitine and vitamin B complex may work better in      treating hyperbilirubinemia in patients with acute lymphoblastic leukemia.","Mitochondrial Cofactors for the Treatment of Hyperbilirubinemia Due to PEG-Asparaginase and or Inotuzumab Ozogamicin in Patients With Acute Lymphoblastic Leukemia (ALL)",Non-Randomized,1,NULL,78,NULL,1,"Phase 2",Open,Recruiting,"2018-05-17 00:00:00","2035-12-31 00:00:00","2036-12-31 00:00:00",Non-industry
NCT03568994,https://www.clinicaltrials.gov/study/NCT03568994,"2018-06-26 00:00:00","2022-10-11 00:00:00","ATACC AML","Atovaquone (Mepron®) Combined With Conventional Chemotherapy for de Novo Acute Myeloid Leukemia (AML)","This study will test daily dosing of atovaquone at established pneumocystis jiroveci      pneumonia (PJP) prophylaxis dosing in combination with standard induction chemotherapy for de      novo AML. The primary objectives are to determine the frequency of omission of atovaquone      doses due to standard induction chemotherapy toxicity, to quantify the steady-state plasma      levels of atovaquone, and to determine the time to achievement of steady state atovaquone      levels in this population.","A Trial of Atovaquone (Mepron®) Combined With Conventional Chemotherapy for de Novo Acute Myeloid Leukemia (AML) in Children, Adolescents, and Young Adults (ATACC AML)",Non-Randomized,2,NULL,26,NULL,2,"Phase 1",Closed,"Active, not recruiting","2018-07-10 00:00:00","2020-09-29 00:00:00","2025-10-31 00:00:00",Non-industry
NCT03576378,https://www.clinicaltrials.gov/study/NCT03576378,"2018-07-03 00:00:00","2020-08-13 00:00:00",NULL,"BrEPEM-LH-22017 for Older Patients With Untreated Hodgkin Lymphoma (HL)","The purpose of the phase Ib of the study is to identify the maximum tolerated dose (MTD) of      Brentuximab Vedotin (BV) in combination with EPEM and to assess the toxicity of the      combination of BV with EPEM. In the phase II efficacy will be evaluated.Besides,      progression-free survival (PFS), event-free survival (EFS), overall survival (OS), the      duration of response, the overall response rate (ORR) based on best response will be      evaluated","A Phase Ib/II Trial of Combined SGN-35 (BrentuximabVedotin) Therapy With Cyclophosphamide, Procarbazine, Prednisone, Etoposide and Mitoxantrone (BrEPEM) for Older Patients With Untreated Hodgkin Lymphoma (HL)",N/A,1,NULL,41,NULL,15,"Phase 2",Closed,"Active, not recruiting","2018-08-08 00:00:00","2023-10-30 00:00:00","2023-10-30 00:00:00",Industry
NCT03587311,https://www.clinicaltrials.gov/study/NCT03587311,"2018-07-16 00:00:00","2023-08-09 00:00:00",NULL,"Bevacizumab and Anetumab Ravtansine or Paclitaxel in Treating Patients With Refractory Ovarian, Fallopian Tube, or Primary Peritoneal Cancer","This phase II trial studies the side effects of bevacizumab and anetumab ravtansine or      paclitaxel in treating patients with ovarian, fallopian tube, or primary peritoneal cancer      that does not respond to treatment (refractory). Bevacizumab is a monoclonal antibody that      may interfere with the ability of tumor cells to grow and spread. Anetumab ravtansine is a      drug that targets a protein in the body called mesothelin, which can be found in some      ovarian, pancreatic and other tumors. Chemotherapy drugs, such as paclitaxel, work in      different ways to stop the growth of tumor cells, either by killing the cells, by stopping      them from dividing, or by stopping them from spreading. It is not yet known whether giving      bevacizumab and anetumab ravtansine or paclitaxel may work better in treating patients with      ovarian, fallopian tube, or primary peritoneal cancer.","A Randomized Phase 2 Study of Bevacizumab and Either Weekly Anetumab Ravtansine or Weekly Paclitaxel in Platinum-Resistant or Platinum Refractory Ovarian Cancer",Randomized,2,"Recently updated",96,NULL,23,"Phase 2",Closed,"Active, not recruiting","2018-06-29 00:00:00","2023-10-21 00:00:00","2023-10-21 00:00:00",Non-industry
NCT03587740,https://www.clinicaltrials.gov/study/NCT03587740,"2018-07-16 00:00:00","2023-09-06 00:00:00","ATOP TRIAL","ATOP TRIAL: T-DM1 in HER2 Positive Breast Cancer","This research study is studying an investigational drug as a possible treatment for breast      cancer that is positive for the protein Human Epidermal Growth Factor Receptor 2, also known      as HER2-positive breast cancer.      The drug involved in this study is:      -ado-trastuzumab emtansine (T-DM1)","ATOP TRIAL: Adjuvant Ado-Trastuzumab Emtansine (T-DM1) for Older Patients With Human Epidermal Growth Factor Receptor 2 (HER2)-Positive Breast Cancer",N/A,1,"Recently updated",82,NULL,14,"Phase 2",Closed,"Active, not recruiting","2018-08-22 00:00:00","2026-08-30 00:00:00","2029-08-30 00:00:00",Non-industry
NCT03589729,https://www.clinicaltrials.gov/study/NCT03589729,"2018-07-18 00:00:00","2023-03-16 00:00:00",NULL,"Dexrazoxane Hydrochloride in Preventing Heart-Related Side Effects of Chemotherapy in Participants With Blood Cancers","This phase II trial studies how well dexrazoxane hydrochloride works in preventing      heart-related side effects of chemotherapy in participants with blood cancers, such as acute      myeloid leukemia, myelodysplastic syndrome, chronic myeloid leukemia, and myeloproliferative      neoplasms. Chemoprotective drugs, such as dexrazoxane hydrochloride, may protect the heart      from the side effects of drugs used in chemotherapy, such as cladribine, idarubicin,      cytarabine, and gemtuzumab ozogamicin, in participants with blood cancers.","Cardioprotection With Dexrazoxane in Acute Myeloid Leukemia (AML), High-Risk Myelodysplastic Syndrome (MDS), Myeloid Blast Phase of Chronic Myeloid Leukemia (CML), Ph+ AML, and Myeloid Blast Phase of Myeloproliferative Neoplasms",N/A,1,NULL,100,NULL,1,"Phase 2",Open,Recruiting,"2018-09-19 00:00:00","2025-12-31 00:00:00","2025-12-31 00:00:00",Non-industry
NCT03595059,https://www.clinicaltrials.gov/study/NCT03595059,"2018-07-23 00:00:00","2023-07-11 00:00:00",NULL,"A Study With ABBV-155 Alone and in Combination With Taxane Therapy in Adults With Relapsed and/or Refractory Solid Tumors","An open-label, dose-escalation (Part 1), dose-expansion (Part 2) study to assess the safety,      pharmacokinetics (PK), and preliminary efficacy of ABBV-155 alone and in combination with      paclitaxel or docetaxel.      In Part 1 (dose escalation), participants will receive escalating doses of ABBV-155      monotherapy (Part 1a) or ABBV-155 in combination with paclitaxel or docetaxel (Part 1b).      In Part 2 (dose expansion), participants will receive ABBV-155 monotherapy or in combination      therapy. The ABBV-155 monotherapy cohort will enroll participants with relapsed or refractory      (R/R) small cell lung cancer (SCLC) (Part 2a); the ABBV-155 plus a taxane (paclitaxel or      docetaxel) combination cohort will enroll participants with R/R non-small cell lung cancer      (NSCLC) and breast cancer (Part 2b).","A Phase 1 First-in-Human Study With ABBV-155 Alone and in Combination With Taxane Therapy in Adults With Relapsed and/or Refractory Solid Tumors",Non-Randomized,5,NULL,169,NULL,40,"Phase 1",Closed,"Active, not recruiting","2018-07-13 00:00:00","2023-11-01 00:00:00","2023-11-01 00:00:00",Industry
NCT03610438,https://www.clinicaltrials.gov/study/NCT03610438,"2018-08-01 00:00:00","2022-01-04 00:00:00",ALL2418,"Feasibility and Effectiveness of Inotuzumab Ozogamicin in B-Cell Acute Lymphoblastic Leukemia","This is a multi-center, phase 2A exploratory study of feasibility and effectiveness of      Inotuzumab Ozagomicin in adult patients with Acute Lymphoid Leukemia (ALL) with positive      minimal residual disease before any hematopoietic stem cell transplantation.      The study is divided in two cohorts; cohort 1 will enroll 38 Ph+ patients, cohort 2 will      enroll 38 Ph- patients, as defined with statistical analysis. The two cohorts will have the      same treatment, with the exception of short term and long term maintenance.","A Phase IIA Study of Feasibility and Effectiveness of Inotuzumab Ozogamicin (IO) in Adult Patients With B-Cell Acute Lymphoblastic Leukemia With Positive Minimal Residual Disease Before Any Hematopoietic Stem Cell Transplantation",Non-Randomized,2,NULL,76,NULL,30,"Phase 2",Open,Recruiting,"2019-10-30 00:00:00","2022-11-01 00:00:00","2022-11-01 00:00:00",Non-industry
NCT03639194,https://www.clinicaltrials.gov/study/NCT03639194,"2018-08-21 00:00:00","2023-05-16 00:00:00",NULL,"A Study of ABBV-011 Alone and in Combination With Budigalimab (ABBV-181) in Participants With Relapsed or Refractory Small Cell Lung Cancer","This is a multicenter, open-label, Phase 1 study of ABBV-011 given as a single agent and in      combination with budigalimab (ABBV-181) in participants with relapsed or refractory small      cell lung cancer (SCLC). The study consists of 4 parts: Part A is a single-agent ABBV-011      dose regimen finding cohort; followed by Part B, a single-agent ABBV-011 dose expansion      cohort; and then Part C, an ABBV-011 and budigalimab (ABBV-181) combination escalation and      expansion cohort; Part D, single-agent ABBV-011 dose-evaluating cohort for Japan.","A Phase I Study of ABBV-011 as a Single-Agent and in Combination With Budigalimab (ABBV-181) in Subjects With Relapsed or Refractory Small Cell Lung Cancer",Non-Randomized,4,NULL,132,NULL,33,"Phase 1",Closed,"Active, not recruiting","2018-10-24 00:00:00","2024-07-29 00:00:00","2024-07-29 00:00:00",Industry
NCT03646123,https://www.clinicaltrials.gov/study/NCT03646123,"2018-08-24 00:00:00","2023-08-15 00:00:00",NULL,"Clinical Trial of Brentuximab Vedotin in Classical Hodgkin Lymphoma","This trial will study two treatment combinations for classical Hodgkin lymphoma (cHL). This      trial will find out if these two treatment combinations work to treat cHL. It will also find      out what side effects occur. A side effect is anything the drug does besides treating cancer.      This study will have three parts (Parts A, B, and C).      The drugs used in Part A are a combination of targeted anticancer drug (brentuximab vedotin)      and three chemotherapy drugs (doxorubicin, vinblastine, and dacarbazine). These four drugs      are called A+AVD. Participants will be treated with granulocyte colony stimulating factor      (G-CSF) following every dose of A+AVD for 6 cycles of treatment (12 doses).      Part A will look at whether the A+AVD drug combination reduces the number of participants who      experience the side effect of febrile neutropenia. Febrile neutropenia is a very low white      blood cell count and a fever, which can be life threatening.      Parts B and C will use drug combination of brentuximab vedotin, plus nivolumab, doxorubicin,      and dacarbazine. These four drugs are called AN+AD. Parts B and C will study how well the      drugs work to treat cHL and what side effects they cause.","Multiple Part Clinical Trial of Brentuximab Vedotin in Classical Hodgkin Lymphoma Subjects",Non-Randomized,3,"Recently updated",255,Registrational,76,"Phase 2",Closed,"Active, not recruiting","2019-01-28 00:00:00","2022-11-07 00:00:00","2026-06-07 00:00:00",Industry
NCT03652441,https://www.clinicaltrials.gov/study/NCT03652441,"2018-08-29 00:00:00","2020-11-30 00:00:00",BV-ALLO,"Consolidation Therapy With Brentuximab Vedotin After Allogeneic Stem Cell Transplantation for Relapsed or Refractory Hodgkin Lymphoma","The aim of the trial is to improve disease control after an allogeneic stem cell      transplantation (alloSCT) for relapsed or refractory classical Hodgkin lymphoma (rrHL, cHL)      with consolidation therapy by Brentuximab Vedotin (BV) for up to one year.      The primary objective of the trial is to show efficacy of the experimental consolidative      treatment strategy. Secondary objectives are to further evaluate efficacy, show safety and      feasibility and perform correlative studies.","Consolidation Therapy With Brentuximab Vedotin After Allogeneic Stem Cell Transplantation for Relapsed or Refractory Hodgkin Lymphoma",N/A,1,NULL,21,NULL,1,"Phase 2",Open,Recruiting,"2019-11-13 00:00:00","2022-08-01 00:00:00","2023-08-01 00:00:00",Non-industry
NCT03671018,https://www.clinicaltrials.gov/study/NCT03671018,"2018-09-14 00:00:00","2023-06-22 00:00:00",NULL,"A Study to Evaluate the Safety and Efficacy of Mosunetuzumab (BTCT4465A) in Combination With Polatuzumab Vedotin in B-Cell Non-Hodgkin Lymphoma","This study will evaluate the safety, tolerability, pharmacokinetics, and efficacy of      intravenous (IV) or subcutaneous (SC) mosunetuzumab in combination with polatuzumab vedotin      in participants with diffuse large B-cell lymphoma (DLBCL), follicular lymphoma (FL), and      mantle cell lymphoma (MCL). It will consist of a dose finding portion followed by an      expansion phase for second line or later (2L+) participants with relapsed or refractory (R/R)      DLBCL and 2L+ R/R FL. In addition, subcutaneous mosunetuzumab in combination with polatuzumab      vedotin will be evaluated in participants with at least 2 prior lines of systemic therapy      (3L+) for the treatment of R/R mantle cell lymphoma (MCL) and in participants with 2L+ R/R      DLBCL.","An Open-Label, Randomized, Multicenter, Phase Ib/II Trial Evaluating the Safety, Tolerability, Pharmacokinetics, and Efficacy of Mosunetuzumab (BTCT4465A) in Combination With Polatuzumab Vedotin in Patients With B-Cell Non-Hodgkin Lymphoma",Non-Randomized,5,NULL,422,Registrational,29,"Phase 2",Closed,"Active, not recruiting","2018-09-25 00:00:00","2023-07-06 00:00:00","2025-07-06 00:00:00",Industry
NCT03672539,https://www.clinicaltrials.gov/study/NCT03672539,"2018-09-14 00:00:00","2023-08-28 00:00:00",NULL,"Liposome-encapsulated Daunorubicin-Cytarabine and Gemtuzumab Ozogamicin in Treating Patients With Relapsed or Refractory Acute Myeloid Leukemia (AML) or High Risk Myelodysplastic Syndrome","This phase II trial studies the side effects and how well liposome-encapsulated      daunorubicin-cytarabine and gemtuzumab ozogamicin work in treating patients with acute      myeloid leukemia that has come back (relapsed) or that does not respond to treatment      (refractory) or high risk myelodysplastic syndrome. Drugs used in chemotherapy, such as      liposome-encapsulated daunorubicin-cytarabine, work in different ways to stop the growth of      tumor cells, either by killing the cells, by stopping them from dividing, or by stopping them      from spreading. Gemtuzumab ozogamicin is a monoclonal antibody, called gemtuzumab, linked to      a toxic agent called calicheamicin. Gemtuzumab ozogamicin attached to CD33 positive cancer      cells in a targeted way and delivers calicheamicin to kill them. Giving liposome-encapsulated      daunorubicin-cytarabine and gemtuzumab ozogamicin together may be an effective treatment for      relapsed or refractory acute myeloid leukemia or high risk myelodysplastic syndrome.","A Pilot Study of Liposomal Cytarabine and Daunorubicin (CPX-351) in Combination With Gemtuzumab Ozogamicin (GO) in Relapsed Refractory Patients With Acute Myeloid Leukemia (AML) and Post-Hypomethylating Agent (Post-HMA) Failure High-Risk Myelodysplastic Syndrome (HR-MDS)",N/A,1,"Recently updated",50,NULL,1,"Phase 2",Open,Recruiting,"2018-11-07 00:00:00","2024-11-30 00:00:00","2024-11-30 00:00:00",Non-industry
NCT03677141,https://www.clinicaltrials.gov/study/NCT03677141,"2018-09-19 00:00:00","2023-07-13 00:00:00",NULL,"A Phase Ib/II Study Investigating the Safety, Tolerability, Pharmacokinetics, and Efficacy of Mosunetuzumab (BTCT4465A) in Combination With CHOP or CHP-Polatuzumab Vedotin in Participants With B-Cell Non-Hodgkin Lymphoma","This study will evaluate the safety, pharmacokinetics, and preliminary efficacy of      mosunetuzumab in combination with cyclophosphamide, doxorubicin, vincristine, and prednisone      (M-CHOP) and, subsequently, in combination with cyclophosphamide, doxorubicin, and prednisone      (CHP) plus polatuzumab vedotin (CHP-pola) in participants with relapsed or refractory (R/R)      B-cell non-Hodgkin lymphoma (NHL), and in previously untreated participants with diffuse      large B-cell lymphoma (DLBCL).","A Phase Ib/II, Open-Label, Multicenter, Randomized, Controlled Study Investigating the Safety, Tolerability, Pharmacokinetics, and Efficacy of Mosunetuzumab (BTCT4465A) in Combination With CHOP or CHP-Polatuzumab Vedotin in Patients With B-Cell Non-Hodgkin Lymphoma",Randomized,6,NULL,117,NULL,41,"Phase 2",Closed,"Active, not recruiting","2019-03-08 00:00:00","2022-11-18 00:00:00","2023-11-30 00:00:00",Industry
NCT03677154,https://www.clinicaltrials.gov/study/NCT03677154,"2018-09-19 00:00:00","2023-09-01 00:00:00",NULL,"Trial of Mosunetuzumab (BTCT4465A) as Consolidation Therapy in Participants With Diffuse Large B-Cell Lymphoma Following First-Line Immunochemotherapy and as Monotherapy or in Combination With Polatuzumab Vedotin in Elderly/Unfit Participants With Previously Untreated Diffuse Large B-Cell Lymphoma","This study will evaluate the safety, pharmacokinetics, and preliminary efficacy of      mosunetuzumab following first-line diffuse large B-cell lymphoma (DLBCL) immunochemotherapy      in participants with a best response of stable disease or partial response, or in      elderly/unfit participants with previously untreated DLBCL, or subcutaneous mosunetuzumab in      combination with polatuzumab vedotin IV in elderly/unfit participants with previously      untreated DLBCL.","A Phase I/II Trial of Mosunetuzumab (BTCT4465A) as Consolidation Therapy in Patients With Diffuse Large B-Cell Lymphoma Following First-Line Immunotherapy and as Monotherapy or in Combination With Polatuzumab Vedotin in Elderly/Unfit Patients With Previously Untreated Diffuse Large B-Cell Lymphoma",Randomized,3,"Recently updated",188,NULL,53,"Phase 2",Closed,"Active, not recruiting","2019-05-23 00:00:00","2023-08-03 00:00:00","2025-08-03 00:00:00",Industry
NCT03698552,https://www.clinicaltrials.gov/study/NCT03698552,"2018-10-09 00:00:00","2023-06-02 00:00:00",NULL,"ADCT-602 in Treating Patients With Recurrent or Refractory B-cell Acute Lymphoblastic Leukemia","This phase I/II trial studies the side effects and best dose of ADCT-602 in treating patients      with B-cell lymphoblastic leukemia that has come back or does not respond to treatment.      Monoclonal antibodies, such as ADCT-602, may interfere with the ability of tumor cells to      grow and spread.","A Phase I/II Study to Evaluate the Safety and Anti-Tumor Activity of ADCT-602 Targeting CD22 in Patients With Relapsed or Refractory B-Cell Acute Lymphoblastic Leukemia",N/A,1,NULL,65,Registrational,2,"Phase 2",Open,Recruiting,"2018-08-24 00:00:00","2023-12-31 00:00:00","2023-12-31 00:00:00",Industry
NCT03703050,https://www.clinicaltrials.gov/study/NCT03703050,"2018-10-11 00:00:00","2022-05-09 00:00:00",NIVO-ALCL,"Nivolumab for Pediatric and Adult Relapsing/Refractory ALK+, for Evaluation of Response in Patients With Progressive Disease (Cohort 1) or as Consolidative Immunotherapy in Patients in Complete Remission After Relapse (Cohort 2)","Prospective, non-randomized, single arm phase II trial with 2 cohorts of ALK+ ALCL treated      with nivolumab","Phase II Trial of Nivolumab for Pediatric and Adult Relapsing/Refractory Anaplastic Large Cell Lymphoma, for Evaluation of Response in Patients With Progressive Disease Cohort 1 or as Consolidative Immunotherapy in Patients in Complete Remission After Relapse Cohort 2",Non-Randomized,2,NULL,38,NULL,9,"Phase 2",Open,Recruiting,"2019-01-02 00:00:00","2023-06-01 00:00:00","2028-06-01 00:00:00",Non-industry
NCT03709082,https://www.clinicaltrials.gov/study/NCT03709082,"2018-10-17 00:00:00","2020-11-25 00:00:00",NULL,"Palbociclib in Estrogen Receptor Positive (ER+) Human Epidermal Growth Factor Receptor 2 Positive (HER2+) Metastatic Breast Cancer","This study will determine the recommend dose of palbociclib in combination with letrozole and      another medication, Ado-trastuzumab emtansine (T-DM1). Additionally, researchers will      determine how well this recommended dose will improve outcomes in this type of advanced      breast cancer.      The study will include a safety lead-in with escalating dosing of palbociclib to determine      the recommended phase II dose (RP2D) of palbociclib in this combination and an expanded phase      II of palbociclib at the RP2D in combination with letrozole and Ado- trastuzumab Emtansine      (T-DM1).      The starting dose of palbociclib will be 75 milligrams (mg) by mouth (PO) daily for each 21      day cycle. If 0 of 3 patients at the 75mg dose level experience a dose limiting toxicity      (DLT), the next 3 patients will be enrolled at the next higher dosing cohort of 100mg PO      daily for each 21 day cycle. If 0 of 3 patients at the 100mg dose level experience a DLT, the      next 3 patients will be enrolled at the next higher dosing cohort of 125mg PO daily for each      21 day cycle. If 0 of 3 patients at the 125mg dose level experience a DLT, 125mg PO daily of      palbociclib will be the phase II recommended dose used in the phase II expanded cohort.      Patients receiving the phase II recommended dose in phase I will be enrolled in phase II of      the study.      During safety lead-in and expanded phase II, Letrozole 2.5mg PO will be administered daily      for each 21 day cycle and T-DM1 3.6 milligrams per kilograms intravenously (IV) will be      administered on Day 1 of each 21 day cycle.","A Phase I/II Study of Palbociclib, Letrozole and T-DM1 in Trastuzumab Refractory Estrogen Receptor Positive (ER+) and HER2 Positive Metastatic Breast Cancer",Non-Randomized,4,NULL,3,NULL,5,"Phase 2",Closed,"Active, not recruiting","2018-10-15 00:00:00","2020-03-12 00:00:00","2025-10-15 00:00:00",Industry
NCT03712202,https://www.clinicaltrials.gov/study/NCT03712202,"2018-10-19 00:00:00","2023-08-16 00:00:00",NULL,"Brentuximab Vedotin and Nivolumab in Treating Patients With Early Stage Classic Hodgkin Lymphoma","This phase II trial studies how well brentuximab vedotin and nivolumab work in treating      patients with stage I-II classic Hodgkin lymphoma. Brentuximab vedotin is a monoclonal      antibody, brentuximab, linked to a toxic agent called vedotin. Brentuximab attaches to CD30      positive cancer cells in a targeted way and delivers vedotin to kill them. Immunotherapy with      monoclonal antibodies, such as nivolumab, may help the bodys immune system attack the      cancer, and may interfere with the ability of tumor cells to grow and spread.","A Phase 2 Front-Line PET/CT-2 Response-Adapted Brentuximab Vedotin and Nivolumab Incorporated and Radiation-Free Management of Early Stage Classical Hodgkin Lymphoma (cHL)",Randomized,3,"Recently updated",155,NULL,17,"Phase 2",Closed,"Active, not recruiting","2018-11-28 00:00:00","2023-08-23 00:00:00","2023-08-23 00:00:00",Non-industry
NCT03715478,https://www.clinicaltrials.gov/study/NCT03715478,"2018-10-23 00:00:00","2023-08-15 00:00:00",ALGONQUIN,"Multi-Center Study of GSK2857916 in Combination With Pomalidomide and Dex","This is a Phase 1/2, multi-centre, single-arm, open-label, dose-escalation study that will      evaluate the safety and efficacy of IV GSK2857916 in combination with PO pomalidomide and      low-dose PO dexamethasone in subjects with relapsed and/or refractory MM.","A Phase 1/2 Multi-Center, Open Label, Dose Escalation Study to Determine the RP2D, Safety and Efficacy of GSK2857916 in Combination With Pomalidomide and Low-Dose Dexamethasone in Subjects With Relapsed and/or Refractory Multiple Myeloma",N/A,1,"Recently updated",120,Registrational,9,"Phase 2",Open,Recruiting,"2018-11-26 00:00:00","2024-06-01 00:00:00","2024-12-31 00:00:00",Industry
