nct_id,indication_id,indication
NCT04042701,373,"Non-small Cell Lung Cancer"
NCT04050280,358,"Acute Myeloid Leukemia"
NCT04064359,414,"Solid Tumors"
NCT04070768,358,"Acute Myeloid Leukemia"
NCT04073602,333,"Bladder Cancer"
NCT04077723,355,"Hematological Malignancies"
NCT04077723,376,"B-cell Lymphoma"
NCT04077723,382,"Diffuse Large B-cell Lymphoma"
NCT04077723,383,"Follicular Lymphoma"
NCT04077723,385,"Mantle Cell Lymphoma"
NCT04077723,387,"Non-Hodgkin Lymphoma"
NCT04084366,323,"Colorectal Cancer"
NCT04084366,324,"Esophageal Cancer"
NCT04084366,326,"Gastric Cancer"
NCT04084366,332,"Pancreatic Cancer"
NCT04084366,414,"Solid Tumors"
NCT04086264,358,"Acute Myeloid Leukemia"
NCT04091126,392,"Multiple Myeloma"
NCT04126200,392,"Multiple Myeloma"
NCT04132960,306,"Breast Cancer"
NCT04145622,306,"Breast Cancer"
NCT04145622,324,"Esophageal Cancer"
NCT04145622,333,"Bladder Cancer"
NCT04145622,337,"Prostate Cancer"
NCT04145622,373,"Non-small Cell Lung Cancer"
NCT04145622,374,"Small Cell Lung Cancer"
NCT04145622,410,Melanoma
NCT04145622,414,"Solid Tumors"
NCT04146610,414,"Solid Tumors"
NCT04151329,414,"Solid Tumors"
NCT04152499,306,"Breast Cancer"
NCT04152499,307,"Triple-Negative Breast Cancer"
NCT04152499,326,"Gastric Cancer"
NCT04152499,332,"Pancreatic Cancer"
NCT04152499,333,"Bladder Cancer"
NCT04152499,343,"Endometrial Cancer"
NCT04152499,347,"Ovarian Cancer"
NCT04152499,353,"Head and Neck Cancer"
NCT04152499,373,"Non-small Cell Lung Cancer"
NCT04152499,374,"Small Cell Lung Cancer"
NCT04152499,414,"Solid Tumors"
NCT04154956,371,"Lung Cancer"
NCT04154956,373,"Non-small Cell Lung Cancer"
NCT04158947,306,"Breast Cancer"
NCT04162210,392,"Multiple Myeloma"
NCT04168502,358,"Acute Myeloid Leukemia"
NCT04168502,359,"Acute Promyelocytic Leukemia"
NCT04168502,368,"Myelodysplastic Syndrome"
NCT04175847,307,"Triple-Negative Breast Cancer"
NCT04175847,326,"Gastric Cancer"
NCT04175847,332,"Pancreatic Cancer"
NCT04175847,347,"Ovarian Cancer"
NCT04175847,372,Mesothelioma
NCT04175847,373,"Non-small Cell Lung Cancer"
NCT04175847,414,"Solid Tumors"
NCT04182204,382,"Diffuse Large B-cell Lymphoma"
NCT04182204,387,"Non-Hodgkin Lymphoma"
NCT04185649,306,"Breast Cancer"
NCT04189211,306,"Breast Cancer"
NCT04189211,326,"Gastric Cancer"
NCT04189211,414,"Solid Tumors"
NCT04189614,371,"Lung Cancer"
NCT04189614,373,"Non-small Cell Lung Cancer"
NCT04189614,414,"Solid Tumors"
NCT04197687,306,"Breast Cancer"
NCT04207190,358,"Acute Myeloid Leukemia"
NCT04209855,344,"Fallopian tube Cancer"
NCT04209855,347,"Ovarian Cancer"
NCT04209855,348,"Peritoneal Cancer"
NCT04223856,333,"Bladder Cancer"
NCT04225117,306,"Breast Cancer"
NCT04225117,307,"Triple-Negative Breast Cancer"
NCT04225117,324,"Esophageal Cancer"
NCT04225117,326,"Gastric Cancer"
NCT04225117,327,"Gastroesophageal Junction"
NCT04225117,353,"Head and Neck Cancer"
NCT04225117,373,"Non-small Cell Lung Cancer"
NCT04225117,414,"Solid Tumors"
NCT04230109,307,"Triple-Negative Breast Cancer"
NCT04231877,376,"B-cell Lymphoma"
NCT04231877,380,"Classical Hodgkin Lymphoma"
NCT04231877,382,"Diffuse Large B-cell Lymphoma"
NCT04231877,387,"Non-Hodgkin Lymphoma"
NCT04231877,389,"Primary Mediastinal B-cell Lymphoma"
NCT04231877,751,"Hodgkin Lymphoma"
NCT04240704,363,"Chronic Lymphocytic Leukemia"
NCT04240704,387,"Non-Hodgkin Lymphoma"
NCT04246047,392,"Multiple Myeloma"
NCT04251416,343,"Endometrial Cancer"
NCT04254107,307,"Triple-Negative Breast Cancer"
NCT04254107,326,"Gastric Cancer"
NCT04254107,327,"Gastroesophageal Junction"
NCT04254107,333,"Bladder Cancer"
NCT04254107,342,"Cervical Cancer"
NCT04254107,347,"Ovarian Cancer"
NCT04254107,353,"Head and Neck Cancer"
NCT04254107,373,"Non-small Cell Lung Cancer"
NCT04254107,376,"B-cell Lymphoma"
NCT04254107,380,"Classical Hodgkin Lymphoma"
NCT04254107,382,"Diffuse Large B-cell Lymphoma"
NCT04254107,388,"Peripheral T-cell Lymphoma"
NCT04254107,410,Melanoma
NCT04254107,414,"Solid Tumors"
NCT04255056,306,"Breast Cancer"
NCT04257110,306,"Breast Cancer"
NCT04257110,326,"Gastric Cancer"
NCT04257110,327,"Gastroesophageal Junction"
NCT04257110,414,"Solid Tumors"
NCT04261413,371,"Lung Cancer"
NCT04261413,373,"Non-small Cell Lung Cancer"
NCT04264936,333,"Bladder Cancer"
NCT04266249,306,"Breast Cancer"
NCT04266249,317,"Thyroid Cancer"
NCT04266249,342,"Cervical Cancer"
NCT04266249,415,"Squamous Cell Carcinoma"
NCT04274426,347,"Ovarian Cancer"
NCT04274426,348,"Peritoneal Cancer"
NCT04280341,414,"Solid Tumors"
NCT04293562,358,"Acute Myeloid Leukemia"
NCT04294628,306,"Breast Cancer"
NCT04294628,326,"Gastric Cancer"
NCT04294628,414,"Solid Tumors"
NCT04300556,306,"Breast Cancer"
NCT04300556,307,"Triple-Negative Breast Cancer"
NCT04300556,343,"Endometrial Cancer"
NCT04300556,344,"Fallopian tube Cancer"
NCT04300556,347,"Ovarian Cancer"
NCT04300556,348,"Peritoneal Cancer"
NCT04300556,373,"Non-small Cell Lung Cancer"
NCT04300556,414,"Solid Tumors"
NCT04301375,306,"Breast Cancer"
NCT04305795,352,"Cutaneous Squamous Cell Carcinoma"
NCT04305795,353,"Head and Neck Cancer"
NCT04305795,414,"Solid Tumors"
NCT04305795,415,"Squamous Cell Carcinoma"
NCT04307576,731,"T-cell Acute Lymphocytic Leukemia"
NCT04311034,373,"Non-small Cell Lung Cancer"
NCT04323956,376,"B-cell Lymphoma"
NCT04323956,382,"Diffuse Large B-cell Lymphoma"
NCT04323956,383,"Follicular Lymphoma"
NCT04323956,386,"Marginal Zone Lymphoma"
NCT04323956,387,"Non-Hodgkin Lymphoma"
NCT04329429,322,"Biliary Tract Cancer"
NCT04329429,325,"Gallbladder Cancer"
NCT04329429,331,"Hepatocellular Carcinoma"
NCT04332822,376,"B-cell Lymphoma"
NCT04332822,382,"Diffuse Large B-cell Lymphoma"
NCT04332822,383,"Follicular Lymphoma"
NCT04341181,337,"Prostate Cancer"
NCT04341181,347,"Ovarian Cancer"
NCT04341181,376,"B-cell Lymphoma"
NCT04341181,387,"Non-Hodgkin Lymphoma"
NCT04341181,392,"Multiple Myeloma"
NCT04341181,414,"Solid Tumors"
NCT04378647,751,"Hodgkin Lymphoma"
NCT04379596,324,"Esophageal Cancer"
NCT04379596,326,"Gastric Cancer"
NCT04379596,327,"Gastroesophageal Junction"
NCT04379596,328,"Gastrointestinal Cancer"
NCT04379596,414,"Solid Tumors"
NCT04381832,337,"Prostate Cancer"
NCT04384484,376,"B-cell Lymphoma"
NCT04384484,382,"Diffuse Large B-cell Lymphoma"
NCT04385290,358,"Acute Myeloid Leukemia"
NCT04389632,306,"Breast Cancer"
NCT04389632,324,"Esophageal Cancer"
NCT04389632,326,"Gastric Cancer"
NCT04389632,327,"Gastroesophageal Junction"
NCT04389632,332,"Pancreatic Cancer"
NCT04389632,333,"Bladder Cancer"
NCT04389632,342,"Cervical Cancer"
NCT04389632,347,"Ovarian Cancer"
NCT04389632,352,"Cutaneous Squamous Cell Carcinoma"
NCT04389632,353,"Head and Neck Cancer"
NCT04389632,371,"Lung Cancer"
NCT04389632,373,"Non-small Cell Lung Cancer"
NCT04389632,414,"Solid Tumors"
NCT04389632,717,"Uterine Cancer"
NCT04394624,373,"Non-small Cell Lung Cancer"
NCT04394624,374,"Small Cell Lung Cancer"
NCT04396340,347,"Ovarian Cancer"
NCT04396340,348,"Peritoneal Cancer"
NCT04396340,371,"Lung Cancer"
NCT04396340,373,"Non-small Cell Lung Cancer"
NCT04396340,414,"Solid Tumors"
NCT04398680,392,"Multiple Myeloma"
NCT04398745,392,"Multiple Myeloma"
NCT04398914,306,"Breast Cancer"
NCT04400695,306,"Breast Cancer"
NCT04404283,376,"B-cell Lymphoma"
NCT04404283,382,"Diffuse Large B-cell Lymphoma"
NCT04410224,306,"Breast Cancer"
NCT04410224,323,"Colorectal Cancer"
NCT04410224,338,"Renal Cell Carcinoma"
NCT04410224,347,"Ovarian Cancer"
NCT04410224,371,"Lung Cancer"
NCT04410224,373,"Non-small Cell Lung Cancer"
NCT04410224,414,"Solid Tumors"
NCT04419181,306,"Breast Cancer"
NCT04434040,306,"Breast Cancer"
NCT04434040,307,"Triple-Negative Breast Cancer"
NCT04439110,392,"Multiple Myeloma"
NCT04439110,414,"Solid Tumors"
NCT04446260,414,"Solid Tumors"
NCT04448886,306,"Breast Cancer"
NCT04450732,306,"Breast Cancer"
NCT04450732,322,"Biliary Tract Cancer"
NCT04450732,353,"Head and Neck Cancer"
NCT04450732,374,"Small Cell Lung Cancer"
NCT04450732,414,"Solid Tumors"
NCT04454437,306,"Breast Cancer"
NCT04454437,307,"Triple-Negative Breast Cancer"
NCT04457596,306,"Breast Cancer"
NCT04460456,306,"Breast Cancer"
NCT04460456,307,"Triple-Negative Breast Cancer"
NCT04460456,322,"Biliary Tract Cancer"
NCT04460456,323,"Colorectal Cancer"
NCT04460456,326,"Gastric Cancer"
NCT04460456,327,"Gastroesophageal Junction"
NCT04460456,328,"Gastrointestinal Cancer"
NCT04460456,333,"Bladder Cancer"
NCT04460456,343,"Endometrial Cancer"
NCT04460456,353,"Head and Neck Cancer"
NCT04460456,373,"Non-small Cell Lung Cancer"
NCT04460456,414,"Solid Tumors"
NCT04468061,306,"Breast Cancer"
NCT04468061,307,"Triple-Negative Breast Cancer"
NCT04479267,355,"Hematological Malignancies"
NCT04479267,376,"B-cell Lymphoma"
NCT04479267,382,"Diffuse Large B-cell Lymphoma"
NCT04482309,322,"Biliary Tract Cancer"
NCT04482309,332,"Pancreatic Cancer"
NCT04482309,333,"Bladder Cancer"
NCT04482309,342,"Cervical Cancer"
NCT04482309,343,"Endometrial Cancer"
NCT04482309,347,"Ovarian Cancer"
NCT04482309,414,"Solid Tumors"
NCT04484142,371,"Lung Cancer"
NCT04484142,373,"Non-small Cell Lung Cancer"
NCT04484623,392,"Multiple Myeloma"
NCT04486352,343,"Endometrial Cancer"
NCT04491370,376,"B-cell Lymphoma"
NCT04491370,382,"Diffuse Large B-cell Lymphoma"
NCT04491370,383,"Follicular Lymphoma"
NCT04491370,385,"Mantle Cell Lymphoma"
NCT04491370,386,"Marginal Zone Lymphoma"
NCT04491370,387,"Non-Hodgkin Lymphoma"
NCT04491370,739,"Burkitt Lymphoma"
NCT04491370,751,"Hodgkin Lymphoma"
NCT04492488,326,"Gastric Cancer"
NCT04492488,327,"Gastroesophageal Junction"
NCT04492488,414,"Solid Tumors"
NCT04494425,306,"Breast Cancer"
NCT04509596,306,"Breast Cancer"
NCT04513223,323,"Colorectal Cancer"
NCT04513223,326,"Gastric Cancer"
NCT04524689,373,"Non-small Cell Lung Cancer"
NCT04526691,371,"Lung Cancer"
NCT04526691,373,"Non-small Cell Lung Cancer"
NCT04527991,333,"Bladder Cancer"
NCT04538742,306,"Breast Cancer"
NCT04539938,306,"Breast Cancer"
NCT04549363,392,"Multiple Myeloma"
NCT04553770,306,"Breast Cancer"
NCT04556773,306,"Breast Cancer"
NCT04556773,307,"Triple-Negative Breast Cancer"
NCT04559230,303,Glioblastoma
NCT04561206,380,"Classical Hodgkin Lymphoma"
NCT04561206,751,"Hodgkin Lymphoma"
NCT04561362,306,"Breast Cancer"
NCT04561362,307,"Triple-Negative Breast Cancer"
NCT04561362,324,"Esophageal Cancer"
NCT04561362,326,"Gastric Cancer"
NCT04561362,328,"Gastrointestinal Cancer"
NCT04561362,332,"Pancreatic Cancer"
NCT04561362,333,"Bladder Cancer"
NCT04561362,334,"Genitourinary Cancer"
NCT04561362,347,"Ovarian Cancer"
NCT04561362,371,"Lung Cancer"
NCT04561362,373,"Non-small Cell Lung Cancer"
NCT04561362,414,"Solid Tumors"
NCT04569032,360,"Adult T-cell Leukemia-Lymphoma"
NCT04569032,383,"Follicular Lymphoma"
NCT04569032,388,"Peripheral T-cell Lymphoma"
NCT04569032,390,"T-cell lymphoma"
NCT04569032,737,"Enteropathy-Associated T-cell Lymphoma"
NCT04578106,306,"Breast Cancer"
NCT04585958,343,"Endometrial Cancer"
NCT04585958,414,"Solid Tumors"
NCT04587687,383,"Follicular Lymphoma"
NCT04587687,387,"Non-Hodgkin Lymphoma"
NCT04589845,310,Neuroblastoma
NCT04589845,414,"Solid Tumors"
NCT04591431,304,Glioma
NCT04591431,306,"Breast Cancer"
NCT04591431,328,"Gastrointestinal Cancer"
NCT04591431,371,"Lung Cancer"
NCT04591431,373,"Non-small Cell Lung Cancer"
NCT04594798,376,"B-cell Lymphoma"
NCT04594798,382,"Diffuse Large B-cell Lymphoma"
NCT04594798,383,"Follicular Lymphoma"
NCT04595565,306,"Breast Cancer"
NCT04595565,307,"Triple-Negative Breast Cancer"
NCT04596150,306,"Breast Cancer"
NCT04596150,307,"Triple-Negative Breast Cancer"
NCT04606914,344,"Fallopian tube Cancer"
NCT04606914,347,"Ovarian Cancer"
NCT04606914,348,"Peritoneal Cancer"
NCT04609566,353,"Head and Neck Cancer"
NCT04609566,373,"Non-small Cell Lung Cancer"
NCT04609566,410,Melanoma
NCT04609566,414,"Solid Tumors"
NCT04609566,415,"Squamous Cell Carcinoma"
NCT04610528,306,"Breast Cancer"
NCT04612751,371,"Lung Cancer"
NCT04612751,373,"Non-small Cell Lung Cancer"
NCT04617314,414,"Solid Tumors"
NCT04617522,414,"Solid Tumors"
NCT04619004,373,"Non-small Cell Lung Cancer"
NCT04620187,353,"Head and Neck Cancer"
NCT04622319,306,"Breast Cancer"
NCT04622774,307,"Triple-Negative Breast Cancer"
NCT04622774,323,"Colorectal Cancer"
NCT04622774,327,"Gastroesophageal Junction"
NCT04622774,332,"Pancreatic Cancer"
NCT04622774,373,"Non-small Cell Lung Cancer"
NCT04622774,414,"Solid Tumors"
NCT04632992,414,"Solid Tumors"
NCT04639219,306,"Breast Cancer"
NCT04639219,323,"Colorectal Cancer"
NCT04639219,326,"Gastric Cancer"
NCT04639219,332,"Pancreatic Cancer"
NCT04639219,342,"Cervical Cancer"
NCT04639219,343,"Endometrial Cancer"
NCT04639219,347,"Ovarian Cancer"
NCT04639219,410,Melanoma
NCT04639219,414,"Solid Tumors"
NCT04639986,306,"Breast Cancer"
NCT04643002,392,"Multiple Myeloma"
NCT04644068,306,"Breast Cancer"
NCT04644068,322,"Biliary Tract Cancer"
NCT04644068,323,"Colorectal Cancer"
NCT04644068,326,"Gastric Cancer"
NCT04644068,332,"Pancreatic Cancer"
NCT04644068,333,"Bladder Cancer"
NCT04644068,337,"Prostate Cancer"
NCT04644068,342,"Cervical Cancer"
NCT04644068,343,"Endometrial Cancer"
NCT04644068,347,"Ovarian Cancer"
NCT04644068,373,"Non-small Cell Lung Cancer"
NCT04644068,374,"Small Cell Lung Cancer"
NCT04644237,373,"Non-small Cell Lung Cancer"
NCT04647916,306,"Breast Cancer"
NCT04656652,373,"Non-small Cell Lung Cancer"
NCT04659044,383,"Follicular Lymphoma"
NCT04659044,385,"Mantle Cell Lymphoma"
NCT04659044,386,"Marginal Zone Lymphoma"
NCT04659044,387,"Non-Hodgkin Lymphoma"
NCT04659044,754,"Small Lymphocytic Lymphoma"
NCT04659603,306,"Breast Cancer"
NCT04659603,307,"Triple-Negative Breast Cancer"
NCT04659603,332,"Pancreatic Cancer"
NCT04662580,337,"Prostate Cancer"
NCT04662580,414,"Solid Tumors"
NCT04665765,376,"B-cell Lymphoma"
NCT04665765,382,"Diffuse Large B-cell Lymphoma"
NCT04665765,387,"Non-Hodgkin Lymphoma"
NCT04665765,389,"Primary Mediastinal B-cell Lymphoma"
NCT04665921,306,"Breast Cancer"
NCT04665921,323,"Colorectal Cancer"
NCT04665921,324,"Esophageal Cancer"
NCT04665921,326,"Gastric Cancer"
NCT04665921,327,"Gastroesophageal Junction"
NCT04665921,332,"Pancreatic Cancer"
NCT04665921,342,"Cervical Cancer"
NCT04665921,343,"Endometrial Cancer"
NCT04665921,347,"Ovarian Cancer"
NCT04665921,373,"Non-small Cell Lung Cancer"
NCT04665921,414,"Solid Tumors"
NCT04665921,712,"Appendix Cancer"
NCT04665921,717,"Uterine Cancer"
NCT04676360,376,"B-cell Lymphoma"
NCT04676477,373,"Non-small Cell Lung Cancer"
NCT04679012,363,"Chronic Lymphocytic Leukemia"
NCT04679012,382,"Diffuse Large B-cell Lymphoma"
NCT04680442,306,"Breast Cancer"
NCT04680468,392,"Multiple Myeloma"
NCT04681131,373,"Non-small Cell Lung Cancer"
NCT04685616,380,"Classical Hodgkin Lymphoma"
NCT04685616,751,"Hodgkin Lymphoma"
NCT04686305,373,"Non-small Cell Lung Cancer"
NCT04697628,342,"Cervical Cancer"
NCT04699630,306,"Breast Cancer"
NCT04699630,307,"Triple-Negative Breast Cancer"
NCT04700124,333,"Bladder Cancer"
NCT04704661,306,"Breast Cancer"
NCT04704661,323,"Colorectal Cancer"
NCT04704661,326,"Gastric Cancer"
NCT04704661,327,"Gastroesophageal Junction"
NCT04704661,343,"Endometrial Cancer"
NCT04704661,353,"Head and Neck Cancer"
NCT04704661,414,"Solid Tumors"
NCT04704934,326,"Gastric Cancer"
NCT04704934,327,"Gastroesophageal Junction"
NCT04707248,338,"Renal Cell Carcinoma"
NCT04707248,347,"Ovarian Cancer"
NCT04714190,326,"Gastric Cancer"
NCT04721977,306,"Breast Cancer"
NCT04724018,333,"Bladder Cancer"
NCT04733118,306,"Breast Cancer"
NCT04739761,306,"Breast Cancer"
NCT04739813,363,"Chronic Lymphocytic Leukemia"
NCT04739813,376,"B-cell Lymphoma"
NCT04739813,382,"Diffuse Large B-cell Lymphoma"
NCT04739813,387,"Non-Hodgkin Lymphoma"
NCT04739813,739,"Burkitt Lymphoma"
NCT04739813,754,"Small Lymphocytic Lymphoma"
NCT04740398,307,"Triple-Negative Breast Cancer"
NCT04740398,323,"Colorectal Cancer"
NCT04740398,324,"Esophageal Cancer"
NCT04740398,342,"Cervical Cancer"
NCT04740398,414,"Solid Tumors"
NCT04740918,306,"Breast Cancer"
NCT04742153,306,"Breast Cancer"
NCT04744831,323,"Colorectal Cancer"
NCT04745949,376,"B-cell Lymphoma"
NCT04745949,389,"Primary Mediastinal B-cell Lymphoma"
NCT04747912,357,"Acute Lymphocytic Leukemia"
NCT04754191,337,"Prostate Cancer"
NCT04778579,357,"Acute Lymphocytic Leukemia"
NCT04784715,306,"Breast Cancer"
NCT04790903,382,"Diffuse Large B-cell Lymphoma"
NCT04793919,359,"Acute Promyelocytic Leukemia"
NCT04795869,375,"Anaplastic Large Cell Lymphoma"
NCT04795869,383,"Follicular Lymphoma"
NCT04795869,388,"Peripheral T-cell Lymphoma"
NCT04795869,390,"T-cell lymphoma"
NCT04795869,737,"Enteropathy-Associated T-cell Lymphoma"
NCT04802356,392,"Multiple Myeloma"
NCT04805307,326,"Gastric Cancer"
NCT04805307,327,"Gastroesophageal Junction"
NCT04805307,332,"Pancreatic Cancer"
NCT04805307,414,"Solid Tumors"
NCT04808037,392,"Multiple Myeloma"
NCT04818333,373,"Non-small Cell Lung Cancer"
NCT04822337,392,"Multiple Myeloma"
NCT04826107,326,"Gastric Cancer"
NCT04826341,313,"Neuroendocrine Tumor"
NCT04826341,374,"Small Cell Lung Cancer"
NCT04826341,414,"Solid Tumors"
NCT04828616,347,"Ovarian Cancer"
NCT04828616,348,"Peritoneal Cancer"
NCT04829604,306,"Breast Cancer"
NCT04833114,376,"B-cell Lymphoma"
NCT04833114,382,"Diffuse Large B-cell Lymphoma"
NCT04833114,387,"Non-Hodgkin Lymphoma"
NCT04833114,749,Thrombocytopenia
NCT04837508,322,"Biliary Tract Cancer"
NCT04838548,373,"Non-small Cell Lung Cancer"
NCT04838964,322,"Biliary Tract Cancer"
NCT04839510,333,"Bladder Cancer"
NCT04843709,414,"Solid Tumors"
NCT04844866,355,"Hematological Malignancies"
NCT04844866,376,"B-cell Lymphoma"
NCT04844866,382,"Diffuse Large B-cell Lymphoma"
NCT04844866,383,"Follicular Lymphoma"
NCT04844866,386,"Marginal Zone Lymphoma"
NCT04844866,387,"Non-Hodgkin Lymphoma"
NCT04849910,358,"Acute Myeloid Leukemia"
NCT04863885,333,"Bladder Cancer"
NCT04868162,353,"Head and Neck Cancer"
NCT04873362,306,"Breast Cancer"
NCT04876248,392,"Multiple Myeloma"
NCT04878029,333,"Bladder Cancer"
NCT04879043,392,"Multiple Myeloma"
NCT04879329,333,"Bladder Cancer"
NCT04884035,376,"B-cell Lymphoma"
NCT04887870,414,"Solid Tumors"
NCT04892264,392,"Multiple Myeloma"
NCT04892342,303,Glioblastoma
NCT04892342,306,"Breast Cancer"
NCT04892342,307,"Triple-Negative Breast Cancer"
NCT04892342,323,"Colorectal Cancer"
NCT04892342,324,"Esophageal Cancer"
NCT04892342,326,"Gastric Cancer"
NCT04892342,331,"Hepatocellular Carcinoma"
NCT04892342,332,"Pancreatic Cancer"
NCT04892342,333,"Bladder Cancer"
NCT04892342,337,"Prostate Cancer"
NCT04892342,338,"Renal Cell Carcinoma"
NCT04892342,342,"Cervical Cancer"
NCT04892342,343,"Endometrial Cancer"
NCT04892342,347,"Ovarian Cancer"
NCT04892342,353,"Head and Neck Cancer"
NCT04892342,371,"Lung Cancer"
NCT04892342,373,"Non-small Cell Lung Cancer"
NCT04892342,374,"Small Cell Lung Cancer"
NCT04892342,414,"Solid Tumors"
NCT04893109,306,"Breast Cancer"
NCT04896658,392,"Multiple Myeloma"
NCT04907968,347,"Ovarian Cancer"
NCT04907968,348,"Peritoneal Cancer"
NCT04913103,385,"Mantle Cell Lymphoma"
NCT04914741,376,"B-cell Lymphoma"
NCT04914741,382,"Diffuse Large B-cell Lymphoma"
NCT04915612,358,"Acute Myeloid Leukemia"
NCT04915612,368,"Myelodysplastic Syndrome"
NCT04918186,347,"Ovarian Cancer"
NCT04918186,749,Thrombocytopenia
NCT04924699,306,"Breast Cancer"
NCT04925284,306,"Breast Cancer"
NCT04925284,307,"Triple-Negative Breast Cancer"
NCT04925284,324,"Esophageal Cancer"
NCT04925284,332,"Pancreatic Cancer"
NCT04925284,333,"Bladder Cancer"
NCT04925284,337,"Prostate Cancer"
NCT04925284,342,"Cervical Cancer"
NCT04925284,343,"Endometrial Cancer"
NCT04925284,344,"Fallopian tube Cancer"
NCT04925284,347,"Ovarian Cancer"
NCT04925284,348,"Peritoneal Cancer"
NCT04925284,353,"Head and Neck Cancer"
NCT04925284,373,"Non-small Cell Lung Cancer"
NCT04925284,414,"Solid Tumors"
NCT04925284,717,"Uterine Cancer"
NCT04928612,337,"Prostate Cancer"
NCT04928612,338,"Renal Cell Carcinoma"
NCT04928612,371,"Lung Cancer"
NCT04928612,414,"Solid Tumors"
NCT04928846,373,"Non-small Cell Lung Cancer"
NCT04931342,344,"Fallopian tube Cancer"
NCT04931342,347,"Ovarian Cancer"
NCT04940325,371,"Lung Cancer"
NCT04940325,373,"Non-small Cell Lung Cancer"
NCT04941339,414,"Solid Tumors"
NCT04958785,306,"Breast Cancer"
NCT04958785,307,"Triple-Negative Breast Cancer"
NCT04960709,333,"Bladder Cancer"
NCT04963153,333,"Bladder Cancer"
NCT04963153,715,"Urethral Cancer"
NCT04965519,342,"Cervical Cancer"
NCT04965519,343,"Endometrial Cancer"
NCT04965519,344,"Fallopian tube Cancer"
NCT04965519,348,"Peritoneal Cancer"
NCT04965519,349,"Vaginal Cancer"
NCT04965519,350,"Vulvar Cancer"
NCT04965766,306,"Breast Cancer"
NCT04970901,376,"B-cell Lymphoma"
NCT04970901,382,"Diffuse Large B-cell Lymphoma"
NCT04970901,383,"Follicular Lymphoma"
NCT04970901,385,"Mantle Cell Lymphoma"
NCT04970901,386,"Marginal Zone Lymphoma"
NCT04970901,387,"Non-Hodgkin Lymphoma"
NCT04970901,739,"Burkitt Lymphoma"
NCT04972981,307,"Triple-Negative Breast Cancer"
NCT04972981,322,"Biliary Tract Cancer"
NCT04972981,337,"Prostate Cancer"
NCT04972981,338,"Renal Cell Carcinoma"
NCT04972981,344,"Fallopian tube Cancer"
NCT04972981,347,"Ovarian Cancer"
NCT04972981,414,"Solid Tumors"
NCT04982224,373,"Non-small Cell Lung Cancer"
NCT04983121,306,"Breast Cancer"
NCT04986579,306,"Breast Cancer"
NCT04989816,326,"Gastric Cancer"
NCT04989816,327,"Gastroesophageal Junction"
NCT04995419,333,"Bladder Cancer"
NCT04998669,383,"Follicular Lymphoma"
NCT05001282,306,"Breast Cancer"
NCT05001282,307,"Triple-Negative Breast Cancer"
NCT05001282,322,"Biliary Tract Cancer"
NCT05001282,323,"Colorectal Cancer"
NCT05001282,324,"Esophageal Cancer"
NCT05001282,326,"Gastric Cancer"
NCT05001282,327,"Gastroesophageal Junction"
NCT05001282,343,"Endometrial Cancer"
NCT05001282,344,"Fallopian tube Cancer"
NCT05001282,347,"Ovarian Cancer"
NCT05001282,348,"Peritoneal Cancer"
NCT05001282,373,"Non-small Cell Lung Cancer"
NCT05001282,414,"Solid Tumors"
NCT05001516,322,"Biliary Tract Cancer"
NCT05001516,323,"Colorectal Cancer"
NCT05001516,324,"Esophageal Cancer"
NCT05001516,326,"Gastric Cancer"
NCT05001516,332,"Pancreatic Cancer"
NCT05001516,347,"Ovarian Cancer"
NCT05001516,414,"Solid Tumors"
NCT05002816,392,"Multiple Myeloma"
NCT05006664,360,"Adult T-cell Leukemia-Lymphoma"
NCT05006664,375,"Anaplastic Large Cell Lymphoma"
NCT05006664,383,"Follicular Lymphoma"
NCT05006664,388,"Peripheral T-cell Lymphoma"
NCT05006664,390,"T-cell lymphoma"
NCT05006664,737,"Enteropathy-Associated T-cell Lymphoma"
NCT05006794,306,"Breast Cancer"
NCT05006794,307,"Triple-Negative Breast Cancer"
NCT05006794,317,"Thyroid Cancer"
NCT05006794,323,"Colorectal Cancer"
NCT05006794,324,"Esophageal Cancer"
NCT05006794,326,"Gastric Cancer"
NCT05006794,327,"Gastroesophageal Junction"
NCT05006794,331,"Hepatocellular Carcinoma"
NCT05006794,333,"Bladder Cancer"
NCT05006794,337,"Prostate Cancer"
NCT05006794,338,"Renal Cell Carcinoma"
NCT05006794,342,"Cervical Cancer"
NCT05006794,343,"Endometrial Cancer"
NCT05006794,347,"Ovarian Cancer"
NCT05006794,353,"Head and Neck Cancer"
NCT05006794,373,"Non-small Cell Lung Cancer"
NCT05006794,374,"Small Cell Lung Cancer"
NCT05006794,408,"Soft Tissue Sarcoma"
NCT05006794,414,"Solid Tumors"
NCT05009966,326,"Gastric Cancer"
NCT05009966,327,"Gastroesophageal Junction"
NCT05009966,332,"Pancreatic Cancer"
NCT05009966,373,"Non-small Cell Lung Cancer"
NCT05009966,414,"Solid Tumors"
NCT05011188,333,"Bladder Cancer"
NCT05011188,337,"Prostate Cancer"
NCT05011188,413,"Skin Cancer"
NCT05014139,333,"Bladder Cancer"
NCT05016947,357,"Acute Lymphocytic Leukemia"
NCT05016947,364,"Chronic Myeloid Leukemia"
NCT05016947,732,"B-cell Acute Lymphocytic Leukemia"
NCT05016947,741,"Lymphoblastic Lymphoma"
NCT05016973,333,"Bladder Cancer"
NCT05018676,306,"Breast Cancer"
NCT05018702,306,"Breast Cancer"
