nct_id,indication,population
NCT03878524,"Prostate Cancer",Unresectable
NCT03878524,"Small Lymphocytic Lymphoma",Advanced
NCT03878524,"Small Lymphocytic Lymphoma",Refractory
NCT03878524,"Small Lymphocytic Lymphoma",Relapsed
NCT03878524,"Solid Tumors",Advanced
NCT03878524,"Solid Tumors","Locally Advanced"
NCT03878524,"Solid Tumors",Metastatic
NCT03878524,"Solid Tumors",Refractory
NCT03878524,"Solid Tumors",Relapsed
NCT03878524,"Solid Tumors",Unresectable
NCT03894150,"Anaplastic Large Cell Lymphoma",Refractory
NCT03894150,"Anaplastic Large Cell Lymphoma",Relapsed
NCT03894150,"Hematological Malignancies",Refractory
NCT03894150,"Hematological Malignancies",Relapsed
NCT03900949,"Acute Myeloid Leukemia",Refractory
NCT03900949,"Acute Myeloid Leukemia",Relapsed
NCT03901339,"Breast Cancer",Metastatic
NCT03901339,"Breast Cancer",Refractory
NCT03901339,"Breast Cancer",Relapsed
NCT03904251,"Acute Myeloid Leukemia",Refractory
NCT03904251,"Acute Myeloid Leukemia",Relapsed
NCT03907488,"Classical Hodgkin Lymphoma",Advanced
NCT03907488,"Classical Hodgkin Lymphoma",Lymphocyte-depleted
NCT03907488,"Classical Hodgkin Lymphoma",Lymphocyte-rich
NCT03907488,"Classical Hodgkin Lymphoma","Mixed cellularity"
NCT03907488,"Classical Hodgkin Lymphoma","Nodular sclerosis"
NCT03907488,"Classical Hodgkin Lymphoma",Refractory
NCT03907488,"Hodgkin Lymphoma",Advanced
NCT03907488,"Hodgkin Lymphoma",Refractory
NCT03913559,"Acute Lymphocytic Leukemia",Refractory
NCT03913559,"Acute Lymphocytic Leukemia",Relapsed
NCT03913559,"B-cell Acute Lymphocytic Leukemia",Refractory
NCT03913559,"B-cell Acute Lymphocytic Leukemia",Relapsed
NCT03924895,"Bladder Cancer",Cisplatin-Eligible
NCT03924895,"Bladder Cancer",Cisplatin-Ineligible
NCT03924895,"Bladder Cancer",Muscle-invasive
NCT03924895,"Bladder Cancer","Radical cystectomy"
NCT03924895,"Bladder Cancer",Relapsed
NCT03924895,"Bladder Cancer",Resectable
NCT03944499,"Breast Cancer",Advanced
NCT03944499,"Breast Cancer","Locally Advanced"
NCT03944499,"Breast Cancer",Metastatic
NCT03944499,"Breast Cancer",Refractory
NCT03944499,"Breast Cancer",Relapsed
NCT03944499,"Solid Tumors",Advanced
NCT03944499,"Solid Tumors","Locally Advanced"
NCT03944499,"Solid Tumors",Metastatic
NCT03944499,"Solid Tumors",Refractory
NCT03944499,"Solid Tumors",Relapsed
NCT03944772,"Non-small Cell Lung Cancer",Advanced
NCT03944772,"Non-small Cell Lung Cancer","Locally Advanced"
NCT03944772,"Non-small Cell Lung Cancer",Metastatic
NCT03944772,"Non-small Cell Lung Cancer",Refractory
NCT03944772,"Non-small Cell Lung Cancer",Unresectable
NCT03944772,"Small Cell Lung Cancer",Advanced
NCT03944772,"Small Cell Lung Cancer","Locally Advanced"
NCT03944772,"Small Cell Lung Cancer",Metastatic
NCT03944772,"Small Cell Lung Cancer",Refractory
NCT03944772,"Small Cell Lung Cancer",Unresectable
NCT03959085,"Acute Lymphocytic Leukemia",Refractory
NCT03959085,"B-cell Acute Lymphocytic Leukemia",Refractory
NCT03959085,"Central Nervous System Lymphoma",Refractory
NCT03959085,"Lymphoblastic Lymphoma",Refractory
NCT03962465,"Acute Lymphocytic Leukemia",Refractory
NCT03962465,"Acute Lymphocytic Leukemia",Relapsed
NCT03962465,"B-cell Acute Lymphocytic Leukemia",Refractory
NCT03962465,"B-cell Acute Lymphocytic Leukemia",Relapsed
NCT03962465,"Lymphoblastic Lymphoma",Refractory
NCT03962465,"Lymphoblastic Lymphoma",Relapsed
NCT03964727,"Endometrial Cancer","Locally Advanced"
NCT03964727,"Endometrial Cancer",Metastatic
NCT03964727,"Endometrial Cancer",Recurrent
NCT03964727,"Endometrial Cancer",Refractory
NCT03964727,"Endometrial Cancer",Relapsed
NCT03964727,"Endometrial Cancer",Unresectable
NCT03964727,"Head and Neck Cancer","Locally Advanced"
NCT03964727,"Head and Neck Cancer",Metastatic
NCT03964727,"Head and Neck Cancer",Recurrent
NCT03964727,"Head and Neck Cancer",Relapsed
NCT03964727,"Non-small Cell Lung Cancer","Locally Advanced"
NCT03964727,"Non-small Cell Lung Cancer",Metastatic
NCT03964727,"Non-small Cell Lung Cancer",Recurrent
NCT03964727,"Non-small Cell Lung Cancer",Relapsed
NCT03964727,"Small Cell Lung Cancer","Locally Advanced"
NCT03964727,"Small Cell Lung Cancer",Metastatic
NCT03964727,"Small Cell Lung Cancer",Relapsed
NCT03964727,"Solid Tumors","Locally Advanced"
NCT03964727,"Solid Tumors",Malignant
NCT03964727,"Solid Tumors",Metastatic
NCT03964727,"Solid Tumors",Recurrent
NCT03964727,"Solid Tumors",Relapsed
NCT03971409,"Breast Cancer","Locally Advanced"
NCT03971409,"Breast Cancer",Loco-regional
NCT03971409,"Breast Cancer",Metastatic
NCT03971409,"Breast Cancer",Refractory
NCT03971409,"Breast Cancer",Relapsed
NCT03971409,"Breast Cancer",Unresectable
NCT03971409,"Triple-Negative Breast Cancer","Locally Advanced"
NCT03971409,"Triple-Negative Breast Cancer",Loco-regional
NCT03971409,"Triple-Negative Breast Cancer",Metastatic
NCT03971409,"Triple-Negative Breast Cancer",Refractory
NCT03971409,"Triple-Negative Breast Cancer",Relapsed
NCT03971409,"Triple-Negative Breast Cancer",Unresectable
NCT03975647,"Breast Cancer",Advanced
NCT03975647,"Breast Cancer","Locally Advanced"
NCT03975647,"Breast Cancer",Metastatic
NCT03975647,"Breast Cancer",Refractory
NCT03975647,"Breast Cancer",Unresectable
NCT03995706,"Breast Cancer",Metastatic
NCT03995706,"Breast Cancer",Refractory
NCT03995706,Glioblastoma,Metastatic
NCT03995706,Glioblastoma,Refractory
NCT03995706,Glioblastoma,Relapsed
NCT04014075,"Gastric Cancer",Metastatic
NCT04014075,"Gastric Cancer",Refractory
NCT04014075,"Gastric Cancer",Relapsed
NCT04014075,"Gastric Cancer",Unresectable
NCT04014075,"Gastroesophageal Junction",Metastatic
NCT04014075,"Gastroesophageal Junction",Refractory
NCT04014075,"Gastroesophageal Junction",Relapsed
NCT04014075,"Gastroesophageal Junction",Unresectable
NCT04015778,"Lung Cancer",Advanced
NCT04015778,"Lung Cancer","Medically Operable"
NCT04015778,"Lung Cancer",Metastatic
NCT04015778,"Lung Cancer",Relapsed
NCT04015778,"Lung Cancer",Resectable
NCT04015778,"Lung Cancer",Unresectable
NCT04015778,"Non-small Cell Lung Cancer",Advanced
NCT04015778,"Non-small Cell Lung Cancer","Medically Operable"
NCT04015778,"Non-small Cell Lung Cancer",Metastatic
NCT04015778,"Non-small Cell Lung Cancer",Relapsed
NCT04015778,"Non-small Cell Lung Cancer",Resectable
NCT04015778,"Non-small Cell Lung Cancer",Unresectable
NCT04032704,"Esophageal Cancer",Advanced
NCT04032704,"Esophageal Cancer","Locally Advanced"
NCT04032704,"Esophageal Cancer",Metastatic
NCT04032704,"Esophageal Cancer",Refractory
NCT04032704,"Esophageal Cancer",Relapsed
NCT04032704,"Esophageal Cancer",Unresectable
NCT04032704,"Gastric Cancer",Advanced
NCT04032704,"Gastric Cancer","Locally Advanced"
NCT04032704,"Gastric Cancer",Metastatic
NCT04032704,"Gastric Cancer",Refractory
NCT04032704,"Gastric Cancer",Relapsed
NCT04032704,"Gastric Cancer",Unresectable
NCT04032704,"Gastroesophageal Junction",Advanced
NCT04032704,"Gastroesophageal Junction","Locally Advanced"
NCT04032704,"Gastroesophageal Junction",Metastatic
NCT04032704,"Gastroesophageal Junction",Refractory
NCT04032704,"Gastroesophageal Junction",Relapsed
NCT04032704,"Gastroesophageal Junction",Unresectable
NCT04032704,"Head and Neck Cancer",Advanced
NCT04032704,"Head and Neck Cancer","Locally Advanced"
NCT04032704,"Head and Neck Cancer",Metastatic
NCT04032704,"Head and Neck Cancer",Recurrent
NCT04032704,"Head and Neck Cancer",Refractory
NCT04032704,"Head and Neck Cancer",Relapsed
NCT04032704,"Head and Neck Cancer",Unresectable
NCT04032704,Melanoma,Advanced
NCT04032704,Melanoma,"Locally Advanced"
NCT04032704,Melanoma,Metastatic
NCT04032704,Melanoma,Refractory
NCT04032704,Melanoma,Relapsed
NCT04032704,Melanoma,Unresectable
NCT04032704,"Non-small Cell Lung Cancer",Advanced
NCT04032704,"Non-small Cell Lung Cancer","Locally Advanced"
NCT04032704,"Non-small Cell Lung Cancer",Metastatic
NCT04032704,"Non-small Cell Lung Cancer","Non Squamous"
NCT04032704,"Non-small Cell Lung Cancer",Refractory
NCT04032704,"Non-small Cell Lung Cancer",Relapsed
NCT04032704,"Non-small Cell Lung Cancer",Squamous
NCT04032704,"Non-small Cell Lung Cancer",Unresectable
NCT04032704,"Prostate Cancer",Advanced
NCT04032704,"Prostate Cancer","Castration Resistant"
NCT04032704,"Prostate Cancer","Hormone Sensitive"
NCT04032704,"Prostate Cancer","Locally Advanced"
NCT04032704,"Prostate Cancer",Metastatic
NCT04032704,"Prostate Cancer",Refractory
NCT04032704,"Prostate Cancer",Relapsed
NCT04032704,"Prostate Cancer",Unresectable
NCT04032704,"Small Cell Lung Cancer",Advanced
NCT04032704,"Small Cell Lung Cancer","Locally Advanced"
NCT04032704,"Small Cell Lung Cancer",Metastatic
NCT04032704,"Small Cell Lung Cancer",Refractory
NCT04032704,"Small Cell Lung Cancer",Relapsed
NCT04032704,"Small Cell Lung Cancer",Unresectable
NCT04032704,"Solid Tumors",Advanced
NCT04032704,"Solid Tumors","Locally Advanced"
NCT04032704,"Solid Tumors",Metastatic
NCT04032704,"Solid Tumors",Refractory
NCT04032704,"Solid Tumors",Relapsed
NCT04032704,"Solid Tumors",Unresectable
NCT04036461,"Multiple Myeloma",Refractory
NCT04036461,"Multiple Myeloma",Relapsed
NCT04039230,"Breast Cancer",Metastatic
NCT04042701,"Breast Cancer",Advanced
NCT04042701,"Breast Cancer","Locally Advanced"
NCT04042701,"Breast Cancer",Metastatic
NCT04042701,"Breast Cancer",Refractory
NCT04042701,"Lung Cancer",Advanced
NCT04042701,"Lung Cancer","Locally Advanced"
NCT04042701,"Lung Cancer",Metastatic
NCT04042701,"Lung Cancer",Refractory
NCT04042701,"Non-small Cell Lung Cancer",Advanced
NCT04042701,"Non-small Cell Lung Cancer","Locally Advanced"
NCT04042701,"Non-small Cell Lung Cancer",Metastatic
NCT04042701,"Non-small Cell Lung Cancer",Refractory
NCT04050280,"Acute Myeloid Leukemia",Refractory
NCT04050280,"Acute Myeloid Leukemia",Relapsed
NCT04064359,"Solid Tumors",Metastatic
NCT04064359,"Solid Tumors",Relapsed
NCT04070768,"Acute Myeloid Leukemia",Refractory
NCT04070768,"Acute Myeloid Leukemia",Relapsed
NCT04073602,"Bladder Cancer",Advanced
NCT04073602,"Bladder Cancer","Locally Advanced"
NCT04073602,"Bladder Cancer",Metastatic
NCT04073602,"Bladder Cancer",Refractory
NCT04073602,"Bladder Cancer",Unresectable
NCT04077723,"B-cell Lymphoma",Refractory
NCT04077723,"B-cell Lymphoma",Relapsed
NCT04077723,"Diffuse Large B-cell Lymphoma",Refractory
NCT04077723,"Diffuse Large B-cell Lymphoma",Relapsed
NCT04077723,"Follicular Lymphoma",Refractory
NCT04077723,"Follicular Lymphoma",Relapsed
NCT04077723,"Hematological Malignancies",Refractory
NCT04077723,"Hematological Malignancies",Relapsed
NCT04077723,"Mantle Cell Lymphoma",Refractory
NCT04077723,"Mantle Cell Lymphoma",Relapsed
NCT04077723,"Non-Hodgkin Lymphoma",Refractory
NCT04077723,"Non-Hodgkin Lymphoma",Relapsed
NCT04084366,"Colorectal Cancer",Advanced
NCT04084366,"Colorectal Cancer","Locally Advanced"
NCT04084366,"Esophageal Cancer",Advanced
NCT04084366,"Esophageal Cancer","Locally Advanced"
NCT04084366,"Gastric Cancer",Advanced
NCT04084366,"Gastric Cancer","Locally Advanced"
NCT04084366,"Pancreatic Cancer",Advanced
NCT04084366,"Pancreatic Cancer","Locally Advanced"
NCT04084366,"Solid Tumors",Advanced
NCT04084366,"Solid Tumors","Locally Advanced"
NCT04086264,"Acute Myeloid Leukemia",Refractory
NCT04086264,"Acute Myeloid Leukemia",Relapsed
NCT04091126,"Multiple Myeloma","Transplant Ineligible"
NCT04091126,"Multiple Myeloma","Transplant Not Intended"
NCT04126200,"Multiple Myeloma",Refractory
NCT04126200,"Multiple Myeloma",Relapsed
NCT04132960,"Breast Cancer",Advanced
NCT04132960,"Breast Cancer",Metastatic
NCT04132960,"Breast Cancer",Refractory
NCT04145622,"Bladder Cancer",Advanced
NCT04145622,"Bladder Cancer",Metastatic
NCT04145622,"Bladder Cancer",Refractory
NCT04145622,"Bladder Cancer",Unresectable
NCT04145622,"Breast Cancer",Advanced
NCT04145622,"Breast Cancer",Metastatic
NCT04145622,"Breast Cancer",Refractory
NCT04145622,"Breast Cancer",Unresectable
NCT04145622,"Esophageal Cancer",Advanced
NCT04145622,"Esophageal Cancer",Metastatic
NCT04145622,"Esophageal Cancer",Refractory
NCT04145622,"Esophageal Cancer",Unresectable
NCT04145622,Melanoma,Advanced
NCT04145622,Melanoma,Metastatic
NCT04145622,Melanoma,Refractory
NCT04145622,Melanoma,Unresectable
NCT04145622,"Non-small Cell Lung Cancer",Advanced
NCT04145622,"Non-small Cell Lung Cancer",Metastatic
NCT04145622,"Non-small Cell Lung Cancer",Refractory
NCT04145622,"Non-small Cell Lung Cancer",Unresectable
NCT04145622,"Prostate Cancer",Advanced
NCT04145622,"Prostate Cancer","Castration Resistant"
NCT04145622,"Prostate Cancer",Metastatic
NCT04145622,"Prostate Cancer",Refractory
NCT04145622,"Prostate Cancer",Unresectable
NCT04145622,"Small Cell Lung Cancer",Advanced
NCT04145622,"Small Cell Lung Cancer",Metastatic
NCT04145622,"Small Cell Lung Cancer",Refractory
NCT04145622,"Small Cell Lung Cancer",Unresectable
NCT04145622,"Solid Tumors",Advanced
NCT04145622,"Solid Tumors",Metastatic
NCT04145622,"Solid Tumors",Refractory
NCT04145622,"Solid Tumors",Unresectable
NCT04146610,"Solid Tumors",Advanced
NCT04146610,"Solid Tumors",Metastatic
NCT04146610,"Solid Tumors",Refractory
NCT04151329,"Solid Tumors",Advanced
NCT04151329,"Solid Tumors",Refractory
NCT04152499,"Bladder Cancer",Advanced
NCT04152499,"Bladder Cancer","Locally Advanced"
NCT04152499,"Bladder Cancer",Metastatic
NCT04152499,"Bladder Cancer",Platinum-Eligible
NCT04152499,"Bladder Cancer",Refractory
NCT04152499,"Bladder Cancer",Relapsed
NCT04152499,"Bladder Cancer",Unresectable
NCT04152499,"Breast Cancer",Advanced
NCT04152499,"Breast Cancer","Locally Advanced"
NCT04152499,"Breast Cancer",Metastatic
NCT04152499,"Breast Cancer",Refractory
NCT04152499,"Breast Cancer",Relapsed
NCT04152499,"Breast Cancer",Unresectable
NCT04152499,"Endometrial Cancer",Advanced
NCT04152499,"Endometrial Cancer","Locally Advanced"
NCT04152499,"Endometrial Cancer",Metastatic
NCT04152499,"Endometrial Cancer",Refractory
NCT04152499,"Endometrial Cancer",Relapsed
NCT04152499,"Endometrial Cancer",Unresectable
NCT04152499,"Gastric Cancer",Advanced
NCT04152499,"Gastric Cancer","Locally Advanced"
NCT04152499,"Gastric Cancer",Metastatic
NCT04152499,"Gastric Cancer",Refractory
NCT04152499,"Gastric Cancer",Relapsed
NCT04152499,"Gastric Cancer",Unresectable
NCT04152499,"Head and Neck Cancer",Advanced
NCT04152499,"Head and Neck Cancer","Locally Advanced"
NCT04152499,"Head and Neck Cancer",Metastatic
NCT04152499,"Head and Neck Cancer",Refractory
NCT04152499,"Head and Neck Cancer",Relapsed
NCT04152499,"Head and Neck Cancer",Unresectable
NCT04152499,"Non-small Cell Lung Cancer",Advanced
NCT04152499,"Non-small Cell Lung Cancer","Locally Advanced"
NCT04152499,"Non-small Cell Lung Cancer",Metastatic
NCT04152499,"Non-small Cell Lung Cancer",Refractory
NCT04152499,"Non-small Cell Lung Cancer",Relapsed
NCT04152499,"Non-small Cell Lung Cancer",Unresectable
NCT04152499,"Ovarian Cancer",Advanced
NCT04152499,"Ovarian Cancer","Locally Advanced"
NCT04152499,"Ovarian Cancer",Metastatic
NCT04152499,"Ovarian Cancer",Refractory
NCT04152499,"Ovarian Cancer",Relapsed
NCT04152499,"Ovarian Cancer",Unresectable
NCT04152499,"Pancreatic Cancer",Advanced
NCT04152499,"Pancreatic Cancer","Locally Advanced"
NCT04152499,"Pancreatic Cancer",Metastatic
NCT04152499,"Pancreatic Cancer",Refractory
NCT04152499,"Pancreatic Cancer",Relapsed
NCT04152499,"Pancreatic Cancer",Unresectable
NCT04152499,"Small Cell Lung Cancer",Advanced
NCT04152499,"Small Cell Lung Cancer","Locally Advanced"
NCT04152499,"Small Cell Lung Cancer",Metastatic
NCT04152499,"Small Cell Lung Cancer",Refractory
NCT04152499,"Small Cell Lung Cancer",Relapsed
NCT04152499,"Small Cell Lung Cancer",Unresectable
NCT04152499,"Solid Tumors",Advanced
NCT04152499,"Solid Tumors","Locally Advanced"
NCT04152499,"Solid Tumors",Metastatic
NCT04152499,"Solid Tumors",Refractory
NCT04152499,"Solid Tumors",Relapsed
NCT04152499,"Solid Tumors",Unresectable
NCT04152499,"Triple-Negative Breast Cancer",Advanced
NCT04152499,"Triple-Negative Breast Cancer","Locally Advanced"
NCT04152499,"Triple-Negative Breast Cancer",Metastatic
NCT04152499,"Triple-Negative Breast Cancer",Refractory
NCT04152499,"Triple-Negative Breast Cancer",Relapsed
NCT04152499,"Triple-Negative Breast Cancer",Unresectable
NCT04154956,"Lung Cancer",Metastatic
NCT04154956,"Lung Cancer",Relapsed
NCT04154956,"Non-small Cell Lung Cancer",Metastatic
NCT04154956,"Non-small Cell Lung Cancer","Non Squamous"
NCT04154956,"Non-small Cell Lung Cancer",Relapsed
NCT04154956,"Non-small Cell Lung Cancer",Squamous
NCT04158947,"Breast Cancer",Metastatic
NCT04158947,"Breast Cancer",Refractory
NCT04158947,"Breast Cancer",Relapsed
NCT04158947,"Breast Cancer",Resectable
NCT04162210,"Multiple Myeloma",Refractory
NCT04162210,"Multiple Myeloma",Relapsed
NCT04162210,"Multiple Myeloma","Transplant Ineligible"
NCT04168502,"Myelodysplastic Syndrome","Intermediate Risk"
NCT04175847,"Gastric Cancer",Advanced
NCT04175847,"Gastric Cancer",Metastatic
NCT04175847,"Gastric Cancer",Refractory
NCT04175847,Mesothelioma,Advanced
NCT04175847,Mesothelioma,Metastatic
NCT04175847,Mesothelioma,Refractory
NCT04175847,"Non-small Cell Lung Cancer",Advanced
NCT04175847,"Non-small Cell Lung Cancer",Metastatic
NCT04175847,"Non-small Cell Lung Cancer",Refractory
NCT04175847,"Ovarian Cancer",Advanced
NCT04175847,"Ovarian Cancer",Metastatic
NCT04175847,"Ovarian Cancer",Refractory
NCT04175847,"Pancreatic Cancer",Advanced
NCT04175847,"Pancreatic Cancer",Metastatic
NCT04175847,"Pancreatic Cancer",Refractory
NCT04175847,"Solid Tumors",Advanced
NCT04175847,"Solid Tumors",Malignant
NCT04175847,"Solid Tumors",Metastatic
NCT04175847,"Solid Tumors",Refractory
NCT04175847,"Triple-Negative Breast Cancer",Advanced
NCT04175847,"Triple-Negative Breast Cancer",Metastatic
NCT04175847,"Triple-Negative Breast Cancer",Refractory
NCT04182204,"Diffuse Large B-cell Lymphoma",Refractory
NCT04182204,"Diffuse Large B-cell Lymphoma",Relapsed
NCT04182204,"Non-Hodgkin Lymphoma",Refractory
NCT04182204,"Non-Hodgkin Lymphoma",Relapsed
NCT04185649,"Breast Cancer",Advanced
NCT04185649,"Breast Cancer","Locally Advanced"
NCT04185649,"Breast Cancer",Metastatic
NCT04185649,"Breast Cancer",Unresectable
NCT04189211,"Breast Cancer",Advanced
NCT04189211,"Breast Cancer",Refractory
NCT04189211,"Gastric Cancer",Advanced
NCT04189211,"Gastric Cancer",Refractory
NCT04189211,"Solid Tumors",Advanced
NCT04189211,"Solid Tumors",Refractory
NCT04189614,"Lung Cancer",Recurrent
NCT04189614,"Lung Cancer",Relapsed
NCT04189614,"Non-small Cell Lung Cancer",Recurrent
NCT04189614,"Non-small Cell Lung Cancer",Relapsed
NCT04189614,"Solid Tumors",Recurrent
NCT04189614,"Solid Tumors",Relapsed
NCT04197687,"Breast Cancer","Locally Advanced"
NCT04197687,"Breast Cancer",Refractory
NCT04197687,"Breast Cancer",Relapsed
NCT04197687,"Breast Cancer",Resectable
NCT04207190,"Acute Myeloid Leukemia",Refractory
NCT04207190,"Acute Myeloid Leukemia",Relapsed
NCT04209855,"Fallopian tube Cancer",Advanced
NCT04209855,"Fallopian tube Cancer",Refractory
NCT04209855,"Fallopian tube Cancer",Relapsed
NCT04209855,"Fallopian tube Cancer",Resectable
NCT04209855,"Ovarian Cancer",Advanced
NCT04209855,"Ovarian Cancer",Platinum-resistant
NCT04209855,"Ovarian Cancer",Refractory
NCT04209855,"Ovarian Cancer",Relapsed
NCT04209855,"Ovarian Cancer",Resectable
NCT04209855,"Peritoneal Cancer",Advanced
NCT04209855,"Peritoneal Cancer",Refractory
NCT04209855,"Peritoneal Cancer",Relapsed
NCT04209855,"Peritoneal Cancer",Resectable
NCT04223856,"Bladder Cancer",Advanced
NCT04223856,"Bladder Cancer",Cisplatin-Eligible
NCT04223856,"Bladder Cancer","Locally Advanced"
NCT04223856,"Bladder Cancer",Metastatic
NCT04223856,"Bladder Cancer",Muscle-invasive
NCT04223856,"Bladder Cancer",Platinum-Eligible
NCT04223856,"Bladder Cancer",Relapsed
NCT04223856,"Bladder Cancer",Unresectable
NCT04225117,"Breast Cancer","Locally Advanced"
NCT04225117,"Breast Cancer",Metastatic
NCT04225117,"Breast Cancer",Refractory
NCT04225117,"Breast Cancer",Relapsed
NCT04225117,"Breast Cancer",Unresectable
NCT04225117,"Esophageal Cancer",Advanced
NCT04225117,"Esophageal Cancer","Locally Advanced"
NCT04225117,"Esophageal Cancer",Metastatic
NCT04225117,"Esophageal Cancer",Refractory
NCT04225117,"Esophageal Cancer",Relapsed
NCT04225117,"Esophageal Cancer",Unresectable
NCT04225117,"Gastric Cancer","Locally Advanced"
NCT04225117,"Gastric Cancer",Metastatic
NCT04225117,"Gastric Cancer",Refractory
NCT04225117,"Gastric Cancer",Relapsed
NCT04225117,"Gastric Cancer",Unresectable
NCT04225117,"Gastroesophageal Junction",Advanced
NCT04225117,"Gastroesophageal Junction","Locally Advanced"
NCT04225117,"Gastroesophageal Junction",Metastatic
NCT04225117,"Gastroesophageal Junction",Refractory
NCT04225117,"Gastroesophageal Junction",Relapsed
NCT04225117,"Gastroesophageal Junction",Unresectable
NCT04225117,"Head and Neck Cancer","Locally Advanced"
NCT04225117,"Head and Neck Cancer",Metastatic
NCT04225117,"Head and Neck Cancer",Refractory
NCT04225117,"Head and Neck Cancer",Relapsed
NCT04225117,"Head and Neck Cancer",Unresectable
NCT04225117,"Non-small Cell Lung Cancer",Advanced
NCT04225117,"Non-small Cell Lung Cancer","Locally Advanced"
NCT04225117,"Non-small Cell Lung Cancer",Metastatic
NCT04225117,"Non-small Cell Lung Cancer","Non Squamous"
NCT04225117,"Non-small Cell Lung Cancer",Refractory
NCT04225117,"Non-small Cell Lung Cancer",Relapsed
NCT04225117,"Non-small Cell Lung Cancer",Squamous
NCT04225117,"Non-small Cell Lung Cancer",Unresectable
NCT04225117,"Solid Tumors",Advanced
NCT04225117,"Solid Tumors","Locally Advanced"
NCT04225117,"Solid Tumors",Metastatic
NCT04225117,"Solid Tumors",Refractory
NCT04225117,"Solid Tumors",Relapsed
NCT04225117,"Solid Tumors",Unresectable
NCT04225117,"Triple-Negative Breast Cancer",Advanced
NCT04225117,"Triple-Negative Breast Cancer","Locally Advanced"
NCT04225117,"Triple-Negative Breast Cancer",Metastatic
NCT04225117,"Triple-Negative Breast Cancer",Refractory
NCT04225117,"Triple-Negative Breast Cancer",Relapsed
NCT04225117,"Triple-Negative Breast Cancer",Unresectable
NCT04230109,"Triple-Negative Breast Cancer",Metastatic
NCT04231877,"B-cell Lymphoma",Refractory
NCT04231877,"Classical Hodgkin Lymphoma",Refractory
NCT04231877,"Diffuse Large B-cell Lymphoma",Refractory
NCT04231877,"Hodgkin Lymphoma",Refractory
NCT04231877,"Non-Hodgkin Lymphoma",Refractory
NCT04231877,"Primary Mediastinal B-cell Lymphoma",Refractory
NCT04240704,"Chronic Lymphocytic Leukemia",Refractory
NCT04240704,"Chronic Lymphocytic Leukemia",Relapsed
NCT04240704,"Non-Hodgkin Lymphoma",Refractory
NCT04240704,"Non-Hodgkin Lymphoma",Relapsed
NCT04246047,"Multiple Myeloma",Refractory
NCT04246047,"Multiple Myeloma",Relapsed
NCT04251416,"Endometrial Cancer",Metastatic
NCT04251416,"Endometrial Cancer",Refractory
NCT04251416,"Endometrial Cancer",Relapsed
NCT04254107,"B-cell Lymphoma",Advanced
NCT04254107,"B-cell Lymphoma",Refractory
NCT04254107,"B-cell Lymphoma",Relapsed
NCT04254107,"Bladder Cancer",Advanced
NCT04254107,"Bladder Cancer","Locally Advanced"
NCT04254107,"Bladder Cancer",Refractory
NCT04254107,"Bladder Cancer",Relapsed
NCT04254107,"Bladder Cancer",Unresectable
NCT04254107,"Cervical Cancer",Advanced
NCT04254107,"Cervical Cancer","Locally Advanced"
NCT04254107,"Cervical Cancer",Refractory
NCT04254107,"Cervical Cancer",Relapsed
NCT04254107,"Cervical Cancer",Unresectable
NCT04254107,"Classical Hodgkin Lymphoma",Advanced
NCT04254107,"Classical Hodgkin Lymphoma",Refractory
NCT04254107,"Classical Hodgkin Lymphoma",Relapsed
NCT04254107,"Diffuse Large B-cell Lymphoma",Advanced
NCT04254107,"Diffuse Large B-cell Lymphoma",Refractory
NCT04254107,"Diffuse Large B-cell Lymphoma",Relapsed
NCT04254107,"Gastric Cancer",Advanced
NCT04254107,"Gastric Cancer","Locally Advanced"
NCT04254107,"Gastric Cancer",Metastatic
NCT04254107,"Gastric Cancer",Refractory
NCT04254107,"Gastric Cancer",Relapsed
NCT04254107,"Gastric Cancer",Unresectable
NCT04254107,"Gastroesophageal Junction",Advanced
NCT04254107,"Gastroesophageal Junction","Locally Advanced"
NCT04254107,"Gastroesophageal Junction",Refractory
NCT04254107,"Gastroesophageal Junction",Relapsed
NCT04254107,"Gastroesophageal Junction",Unresectable
NCT04254107,"Head and Neck Cancer",Advanced
NCT04254107,"Head and Neck Cancer","Locally Advanced"
NCT04254107,"Head and Neck Cancer",Metastatic
NCT04254107,"Head and Neck Cancer",Refractory
NCT04254107,"Head and Neck Cancer",Relapsed
NCT04254107,"Head and Neck Cancer",Unresectable
NCT04254107,Melanoma,Advanced
NCT04254107,Melanoma,"Locally Advanced"
NCT04254107,Melanoma,Metastatic
NCT04254107,Melanoma,Refractory
NCT04254107,Melanoma,Relapsed
NCT04254107,Melanoma,Unresectable
NCT04254107,"Non-small Cell Lung Cancer",Advanced
NCT04254107,"Non-small Cell Lung Cancer","Locally Advanced"
NCT04254107,"Non-small Cell Lung Cancer",Metastatic
NCT04254107,"Non-small Cell Lung Cancer",Refractory
NCT04254107,"Non-small Cell Lung Cancer",Relapsed
NCT04254107,"Non-small Cell Lung Cancer",Unresectable
NCT04254107,"Ovarian Cancer",Advanced
NCT04254107,"Ovarian Cancer","Locally Advanced"
NCT04254107,"Ovarian Cancer",Refractory
NCT04254107,"Ovarian Cancer",Relapsed
NCT04254107,"Ovarian Cancer",Unresectable
NCT04254107,"Peripheral T-cell Lymphoma",Advanced
NCT04254107,"Peripheral T-cell Lymphoma",Refractory
NCT04254107,"Peripheral T-cell Lymphoma",Relapsed
NCT04254107,"Solid Tumors",Advanced
