nct_id,drug_id,drug,drug_candidate,drug_alias,target,target_description,modality,modality_description,therapy_class,therapy_class_description,company,drug_payload,drug_payload_moa
NCT04126200,37549,"belantamab mafodotin",Pipeline,"Belamaf|belantamab mafodotin|belantamab mafodotin-blmf|Blenrep|GSK-2857916|GSK-916|GSK2857916|J6M0-mcMMAF",BCMA,"B-cell maturation antigen",ADC,"A substance made up of a monoclonal antibody chemically linked to a drug. The monoclonal antibody binds to specific proteins or receptors found on certain types of cells, including cancer cells. The linked drug enters these cells and kills them without harming other cells. Some antibody-drug conjugates are used to treat cancer. Also called ADC.","Antibody Therapeutics",NULL,GSK,"Monomethyl Auristatin Phenylalanine","Tubulin inhibitor"
NCT04132960,42178,"trastuzumab deruxtecan",Pipeline,"DS-8201|DS-8201a|Enhertu|fam-trastuzumab deruxtecan|fam-trastuzumab deruxtecan-nxki|T-DXd|trastuzumab deruxtecan",HER2,"Human Epidermal Growth Factor Receptor 2",ADC,"A substance made up of a monoclonal antibody chemically linked to a drug. The monoclonal antibody binds to specific proteins or receptors found on certain types of cells, including cancer cells. The linked drug enters these cells and kills them without harming other cells. Some antibody-drug conjugates are used to treat cancer. Also called ADC.","Targeted Therapy",NULL,AstraZeneca,Deruxtecan,"DNA damaging agent"
NCT04132960,42178,"trastuzumab deruxtecan",Pipeline,"DS-8201|DS-8201a|Enhertu|fam-trastuzumab deruxtecan|fam-trastuzumab deruxtecan-nxki|T-DXd|trastuzumab deruxtecan",HER2,"Human Epidermal Growth Factor Receptor 2",ADC,"A substance made up of a monoclonal antibody chemically linked to a drug. The monoclonal antibody binds to specific proteins or receptors found on certain types of cells, including cancer cells. The linked drug enters these cells and kills them without harming other cells. Some antibody-drug conjugates are used to treat cancer. Also called ADC.","Targeted Therapy",NULL,"Daiichi Sankyo",Deruxtecan,"DNA damaging agent"
NCT04145622,38593,DS-7300,Pipeline,"DS-7300|DS-7300a|Ifinatamab deruxtecan",B7-H3,"B7 Homolog 3",ADC,"A substance made up of a monoclonal antibody chemically linked to a drug. The monoclonal antibody binds to specific proteins or receptors found on certain types of cells, including cancer cells. The linked drug enters these cells and kills them without harming other cells. Some antibody-drug conjugates are used to treat cancer. Also called ADC.","Antibody Therapeutics",NULL,"Daiichi Sankyo",Deruxtecan,"DNA damaging agent"
NCT04146610,51501,DP-303c,Pipeline,"DP 303c|DP-303c",HER2,"Human Epidermal Growth Factor Receptor 2",ADC,"A substance made up of a monoclonal antibody chemically linked to a drug. The monoclonal antibody binds to specific proteins or receptors found on certain types of cells, including cancer cells. The linked drug enters these cells and kills them without harming other cells. Some antibody-drug conjugates are used to treat cancer. Also called ADC.","Targeted Therapy",NULL,"CSPC BioPharma","Monomethyl Auristatin E","Tubulin inhibitor"
NCT04151329,37481,BAT8001,Pipeline,BAT8001,HER2,"Human Epidermal Growth Factor Receptor 2",ADC,"A substance made up of a monoclonal antibody chemically linked to a drug. The monoclonal antibody binds to specific proteins or receptors found on certain types of cells, including cancer cells. The linked drug enters these cells and kills them without harming other cells. Some antibody-drug conjugates are used to treat cancer. Also called ADC.","Targeted Therapy",NULL,"Bio-Thera Solutions","Maytansine derivative","Tubulin inhibitor"
NCT04152499,41671,SKB264,Pipeline,MK-2870|SKB264,TROP2,"Trophoblast cell-surface antigen 2",ADC,"A substance made up of a monoclonal antibody chemically linked to a drug. The monoclonal antibody binds to specific proteins or receptors found on certain types of cells, including cancer cells. The linked drug enters these cells and kills them without harming other cells. Some antibody-drug conjugates are used to treat cancer. Also called ADC.","Antibody Therapeutics",NULL,Merck,"Belotecan derivative","DNA damaging agent"
NCT04152499,41671,SKB264,Pipeline,MK-2870|SKB264,TROP2,"Trophoblast cell-surface antigen 2",ADC,"A substance made up of a monoclonal antibody chemically linked to a drug. The monoclonal antibody binds to specific proteins or receptors found on certain types of cells, including cancer cells. The linked drug enters these cells and kills them without harming other cells. Some antibody-drug conjugates are used to treat cancer. Also called ADC.","Antibody Therapeutics",NULL,"Sichuan Kelun-Biotech Biopharmaceutical","Belotecan derivative","DNA damaging agent"
NCT04154956,41509,"tusamitamab ravtansine",Pipeline,"SAR-408701|SAR408701|tusamitamab ravtansine",CEACAM,"Carcinoembryonic antigen-related cell adhesion molecule",ADC,"A substance made up of a monoclonal antibody chemically linked to a drug. The monoclonal antibody binds to specific proteins or receptors found on certain types of cells, including cancer cells. The linked drug enters these cells and kills them without harming other cells. Some antibody-drug conjugates are used to treat cancer. Also called ADC.","Antibody Therapeutics",NULL,Sanofi,"Maytansinoid DM4","Tubulin inhibitor"
NCT04158947,36871,"ado-trastuzumab emtansine",Pipeline,"ado-trastuzumab emtansine|Herceptin-DM1|Kadcyla|PRO-132365|R-3502|RG-3502|RO-5304020|T-DM1|Trastuzumab Emtansine|trastuzumab-DM1|trastuzumab-MCC-DM1|trastuzumab-mertansine",HER2,"Human Epidermal Growth Factor Receptor 2",ADC,"A substance made up of a monoclonal antibody chemically linked to a drug. The monoclonal antibody binds to specific proteins or receptors found on certain types of cells, including cancer cells. The linked drug enters these cells and kills them without harming other cells. Some antibody-drug conjugates are used to treat cancer. Also called ADC.","Targeted Therapy",NULL,Roche,"Maytansine DM1","Tubulin inhibitor"
NCT04162210,37549,"belantamab mafodotin",Pipeline,"Belamaf|belantamab mafodotin|belantamab mafodotin-blmf|Blenrep|GSK-2857916|GSK-916|GSK2857916|J6M0-mcMMAF",BCMA,"B-cell maturation antigen",ADC,"A substance made up of a monoclonal antibody chemically linked to a drug. The monoclonal antibody binds to specific proteins or receptors found on certain types of cells, including cancer cells. The linked drug enters these cells and kills them without harming other cells. Some antibody-drug conjugates are used to treat cancer. Also called ADC.","Antibody Therapeutics",NULL,GSK,"Monomethyl Auristatin Phenylalanine","Tubulin inhibitor"
NCT04168502,39086,"gemtuzumab ozogamicin",Pipeline,"CDP-771|CMA-676|Gemtuzumab Ozogamicin|gemtuzumab ozogamycin|hp67.6-calicheamicin|Mylotarg|WAY-CMA 676",CD33,"Cluster of Differentiation-33",ADC,"A substance made up of a monoclonal antibody chemically linked to a drug. The monoclonal antibody binds to specific proteins or receptors found on certain types of cells, including cancer cells. The linked drug enters these cells and kills them without harming other cells. Some antibody-drug conjugates are used to treat cancer. Also called ADC.","Antibody Therapeutics",NULL,Pfizer,"N-acetyl gamma calicheamicin","DNA damaging agent"
NCT04175847,41263,RC88,Pipeline,"RC 88|RC88",MSLN,Mesothelin,ADC,"A substance made up of a monoclonal antibody chemically linked to a drug. The monoclonal antibody binds to specific proteins or receptors found on certain types of cells, including cancer cells. The linked drug enters these cells and kills them without harming other cells. Some antibody-drug conjugates are used to treat cancer. Also called ADC.","Antibody Therapeutics",NULL,RemeGen,"Monomethyl Auristatin E","Tubulin inhibitor"
NCT04182204,41075,"polatuzumab vedotin",Pipeline,"ACD79B-VCMMAE|DCDS-4501A|FCU-2711|Polatuzumab|polatuzumab vedotin|polatuzumab vedotin-piiq|Polivy|RG-7596|RG7596|RO-5541077|RO-5541077-000",CD79,"Cluster of Differentiation-79",ADC,"A substance made up of a monoclonal antibody chemically linked to a drug. The monoclonal antibody binds to specific proteins or receptors found on certain types of cells, including cancer cells. The linked drug enters these cells and kills them without harming other cells. Some antibody-drug conjugates are used to treat cancer. Also called ADC.","Antibody Therapeutics",NULL,Roche,"Monomethyl Auristatin E","Tubulin inhibitor"
NCT04185649,36871,"ado-trastuzumab emtansine",Pipeline,"ado-trastuzumab emtansine|Herceptin-DM1|Kadcyla|PRO-132365|R-3502|RG-3502|RO-5304020|T-DM1|Trastuzumab Emtansine|trastuzumab-DM1|trastuzumab-MCC-DM1|trastuzumab-mertansine",HER2,"Human Epidermal Growth Factor Receptor 2",ADC,"A substance made up of a monoclonal antibody chemically linked to a drug. The monoclonal antibody binds to specific proteins or receptors found on certain types of cells, including cancer cells. The linked drug enters these cells and kills them without harming other cells. Some antibody-drug conjugates are used to treat cancer. Also called ADC.","Targeted Therapy",NULL,Roche,"Maytansine DM1","Tubulin inhibitor"
NCT04185649,37481,BAT8001,Pipeline,BAT8001,HER2,"Human Epidermal Growth Factor Receptor 2",ADC,"A substance made up of a monoclonal antibody chemically linked to a drug. The monoclonal antibody binds to specific proteins or receptors found on certain types of cells, including cancer cells. The linked drug enters these cells and kills them without harming other cells. Some antibody-drug conjugates are used to treat cancer. Also called ADC.","Targeted Therapy",NULL,"Bio-Thera Solutions","Maytansine derivative","Tubulin inhibitor"
NCT04189211,37481,BAT8001,Pipeline,BAT8001,HER2,"Human Epidermal Growth Factor Receptor 2",ADC,"A substance made up of a monoclonal antibody chemically linked to a drug. The monoclonal antibody binds to specific proteins or receptors found on certain types of cells, including cancer cells. The linked drug enters these cells and kills them without harming other cells. Some antibody-drug conjugates are used to treat cancer. Also called ADC.","Targeted Therapy",NULL,"Bio-Thera Solutions","Maytansine derivative","Tubulin inhibitor"
NCT04189614,38235,"cofetuzumab pelidotin",Pipeline,"ABBV-647|cofetuzumab pelidotin|PF-06647020|PF-6647020|PTK7-ADC",PTK7,"protein tyrosine kinase 7",ADC,"A substance made up of a monoclonal antibody chemically linked to a drug. The monoclonal antibody binds to specific proteins or receptors found on certain types of cells, including cancer cells. The linked drug enters these cells and kills them without harming other cells. Some antibody-drug conjugates are used to treat cancer. Also called ADC.","Antibody Therapeutics",NULL,AbbVie,Aur0101,"Tubulin inhibitor"
NCT04189614,38235,"cofetuzumab pelidotin",Pipeline,"ABBV-647|cofetuzumab pelidotin|PF-06647020|PF-6647020|PTK7-ADC",PTK7,"protein tyrosine kinase 7",ADC,"A substance made up of a monoclonal antibody chemically linked to a drug. The monoclonal antibody binds to specific proteins or receptors found on certain types of cells, including cancer cells. The linked drug enters these cells and kills them without harming other cells. Some antibody-drug conjugates are used to treat cancer. Also called ADC.","Antibody Therapeutics",NULL,Pfizer,Aur0101,"Tubulin inhibitor"
NCT04197687,36871,"ado-trastuzumab emtansine",Pipeline,"ado-trastuzumab emtansine|Herceptin-DM1|Kadcyla|PRO-132365|R-3502|RG-3502|RO-5304020|T-DM1|Trastuzumab Emtansine|trastuzumab-DM1|trastuzumab-MCC-DM1|trastuzumab-mertansine",HER2,"Human Epidermal Growth Factor Receptor 2",ADC,"A substance made up of a monoclonal antibody chemically linked to a drug. The monoclonal antibody binds to specific proteins or receptors found on certain types of cells, including cancer cells. The linked drug enters these cells and kills them without harming other cells. Some antibody-drug conjugates are used to treat cancer. Also called ADC.","Targeted Therapy",NULL,Roche,"Maytansine DM1","Tubulin inhibitor"
NCT04207190,39086,"gemtuzumab ozogamicin",Pipeline,"CDP-771|CMA-676|Gemtuzumab Ozogamicin|gemtuzumab ozogamycin|hp67.6-calicheamicin|Mylotarg|WAY-CMA 676",CD33,"Cluster of Differentiation-33",ADC,"A substance made up of a monoclonal antibody chemically linked to a drug. The monoclonal antibody binds to specific proteins or receptors found on certain types of cells, including cancer cells. The linked drug enters these cells and kills them without harming other cells. Some antibody-drug conjugates are used to treat cancer. Also called ADC.","Antibody Therapeutics",NULL,Pfizer,"N-acetyl gamma calicheamicin","DNA damaging agent"
NCT04209855,40261,"mirvetuximab soravtansine",Pipeline,"IMGN-853|M9346A-sulfo-SPDB-DM4|mirvetuximab soravtansine",FOLR1,"Folate receptor 1",ADC,"A substance made up of a monoclonal antibody chemically linked to a drug. The monoclonal antibody binds to specific proteins or receptors found on certain types of cells, including cancer cells. The linked drug enters these cells and kills them without harming other cells. Some antibody-drug conjugates are used to treat cancer. Also called ADC.","Antibody Therapeutics",NULL,ImmunoGen,"Maytansinoid DM4","Tubulin inhibitor"
NCT04223856,38740,"enfortumab vedotin",Pipeline,"AGS-22C3|AGS-22CE|AGS-22M6E|AGS-M6|ASG-22CE|ASG-22M6E|ASG-22ME|enformumab vendotin|enfortumab vedotin|enfortumab vedotin-ejfv|Padcev",Nectin-4,"Nectin cell adhesion molecule 4",ADC,"A substance made up of a monoclonal antibody chemically linked to a drug. The monoclonal antibody binds to specific proteins or receptors found on certain types of cells, including cancer cells. The linked drug enters these cells and kills them without harming other cells. Some antibody-drug conjugates are used to treat cancer. Also called ADC.","Antibody Therapeutics",NULL,Astellas,"Monomethyl Auristatin E","Tubulin inhibitor"
NCT04223856,38740,"enfortumab vedotin",Pipeline,"AGS-22C3|AGS-22CE|AGS-22M6E|AGS-M6|ASG-22CE|ASG-22M6E|ASG-22ME|enformumab vendotin|enfortumab vedotin|enfortumab vedotin-ejfv|Padcev",Nectin-4,"Nectin cell adhesion molecule 4",ADC,"A substance made up of a monoclonal antibody chemically linked to a drug. The monoclonal antibody binds to specific proteins or receptors found on certain types of cells, including cancer cells. The linked drug enters these cells and kills them without harming other cells. Some antibody-drug conjugates are used to treat cancer. Also called ADC.","Antibody Therapeutics",NULL,Seagen,"Monomethyl Auristatin E","Tubulin inhibitor"
NCT04225117,38740,"enfortumab vedotin",Pipeline,"AGS-22C3|AGS-22CE|AGS-22M6E|AGS-M6|ASG-22CE|ASG-22M6E|ASG-22ME|enformumab vendotin|enfortumab vedotin|enfortumab vedotin-ejfv|Padcev",Nectin-4,"Nectin cell adhesion molecule 4",ADC,"A substance made up of a monoclonal antibody chemically linked to a drug. The monoclonal antibody binds to specific proteins or receptors found on certain types of cells, including cancer cells. The linked drug enters these cells and kills them without harming other cells. Some antibody-drug conjugates are used to treat cancer. Also called ADC.","Antibody Therapeutics",NULL,Astellas,"Monomethyl Auristatin E","Tubulin inhibitor"
NCT04225117,38740,"enfortumab vedotin",Pipeline,"AGS-22C3|AGS-22CE|AGS-22M6E|AGS-M6|ASG-22CE|ASG-22M6E|ASG-22ME|enformumab vendotin|enfortumab vedotin|enfortumab vedotin-ejfv|Padcev",Nectin-4,"Nectin cell adhesion molecule 4",ADC,"A substance made up of a monoclonal antibody chemically linked to a drug. The monoclonal antibody binds to specific proteins or receptors found on certain types of cells, including cancer cells. The linked drug enters these cells and kills them without harming other cells. Some antibody-drug conjugates are used to treat cancer. Also called ADC.","Antibody Therapeutics",NULL,Seagen,"Monomethyl Auristatin E","Tubulin inhibitor"
NCT04230109,41492,"sacituzumab govitecan-hziy",Pipeline,"anti-TROP-2-SN-38|anti-TROP-2-SN-38 conjugate|GS-0132|hRS7-SN 38|hRS7-SN38 antibody drug conjugate|IMMU-132|isactuzumab govitecan|RS7-SN38|sacituzumab govitecan|sacituzumab govitecan-hziy|Trodelvy|TROP-2-SN-38",TROP2,"Trophoblast cell-surface antigen 2",ADC,"A substance made up of a monoclonal antibody chemically linked to a drug. The monoclonal antibody binds to specific proteins or receptors found on certain types of cells, including cancer cells. The linked drug enters these cells and kills them without harming other cells. Some antibody-drug conjugates are used to treat cancer. Also called ADC.","Antibody Therapeutics",NULL,Gilead,Irinotecan,"DNA damaging agent"
NCT04231877,41075,"polatuzumab vedotin",Pipeline,"ACD79B-VCMMAE|DCDS-4501A|FCU-2711|Polatuzumab|polatuzumab vedotin|polatuzumab vedotin-piiq|Polivy|RG-7596|RG7596|RO-5541077|RO-5541077-000",CD79,"Cluster of Differentiation-79",ADC,"A substance made up of a monoclonal antibody chemically linked to a drug. The monoclonal antibody binds to specific proteins or receptors found on certain types of cells, including cancer cells. The linked drug enters these cells and kills them without harming other cells. Some antibody-drug conjugates are used to treat cancer. Also called ADC.","Antibody Therapeutics",NULL,Roche,"Monomethyl Auristatin E","Tubulin inhibitor"
NCT04240704,39739,JBH492,Pipeline,JBH-492,CCR7,"C-C chemokine receptor type 7",ADC,"A substance made up of a monoclonal antibody chemically linked to a drug. The monoclonal antibody binds to specific proteins or receptors found on certain types of cells, including cancer cells. The linked drug enters these cells and kills them without harming other cells. Some antibody-drug conjugates are used to treat cancer. Also called ADC.",Immuno-oncology,NULL,Novartis,"Maytansinoid DM4","Tubulin inhibitor"
NCT04246047,37549,"belantamab mafodotin",Pipeline,"Belamaf|belantamab mafodotin|belantamab mafodotin-blmf|Blenrep|GSK-2857916|GSK-916|GSK2857916|J6M0-mcMMAF",BCMA,"B-cell maturation antigen",ADC,"A substance made up of a monoclonal antibody chemically linked to a drug. The monoclonal antibody binds to specific proteins or receptors found on certain types of cells, including cancer cells. The linked drug enters these cells and kills them without harming other cells. Some antibody-drug conjugates are used to treat cancer. Also called ADC.","Antibody Therapeutics",NULL,GSK,"Monomethyl Auristatin Phenylalanine","Tubulin inhibitor"
NCT04251416,41492,"sacituzumab govitecan-hziy",Pipeline,"anti-TROP-2-SN-38|anti-TROP-2-SN-38 conjugate|GS-0132|hRS7-SN 38|hRS7-SN38 antibody drug conjugate|IMMU-132|isactuzumab govitecan|RS7-SN38|sacituzumab govitecan|sacituzumab govitecan-hziy|Trodelvy|TROP-2-SN-38",TROP2,"Trophoblast cell-surface antigen 2",ADC,"A substance made up of a monoclonal antibody chemically linked to a drug. The monoclonal antibody binds to specific proteins or receptors found on certain types of cells, including cancer cells. The linked drug enters these cells and kills them without harming other cells. Some antibody-drug conjugates are used to treat cancer. Also called ADC.","Antibody Therapeutics",NULL,Gilead,Irinotecan,"DNA damaging agent"
NCT04254107,37766,"brentuximab vedotin",Pipeline,"Adcetris|brentuximab vedotin|cAC10-vcMMAE|SGN-035|SGN-35",CD30,"Cluster of Differentiation-30",ADC,"A substance made up of a monoclonal antibody chemically linked to a drug. The monoclonal antibody binds to specific proteins or receptors found on certain types of cells, including cancer cells. The linked drug enters these cells and kills them without harming other cells. Some antibody-drug conjugates are used to treat cancer. Also called ADC.","Antibody Therapeutics",NULL,Seagen,"Monomethyl Auristatin E","Tubulin inhibitor"
NCT04254107,37766,"brentuximab vedotin",Pipeline,"Adcetris|brentuximab vedotin|cAC10-vcMMAE|SGN-035|SGN-35",CD30,"Cluster of Differentiation-30",ADC,"A substance made up of a monoclonal antibody chemically linked to a drug. The monoclonal antibody binds to specific proteins or receptors found on certain types of cells, including cancer cells. The linked drug enters these cells and kills them without harming other cells. Some antibody-drug conjugates are used to treat cancer. Also called ADC.","Antibody Therapeutics",NULL,Takeda,"Monomethyl Auristatin E","Tubulin inhibitor"
NCT04255056,36871,"ado-trastuzumab emtansine",Pipeline,"ado-trastuzumab emtansine|Herceptin-DM1|Kadcyla|PRO-132365|R-3502|RG-3502|RO-5304020|T-DM1|Trastuzumab Emtansine|trastuzumab-DM1|trastuzumab-MCC-DM1|trastuzumab-mertansine",HER2,"Human Epidermal Growth Factor Receptor 2",ADC,"A substance made up of a monoclonal antibody chemically linked to a drug. The monoclonal antibody binds to specific proteins or receptors found on certain types of cells, including cancer cells. The linked drug enters these cells and kills them without harming other cells. Some antibody-drug conjugates are used to treat cancer. Also called ADC.","Targeted Therapy",NULL,Roche,"Maytansine DM1","Tubulin inhibitor"
NCT04257110,37511,BB-1701,Pipeline,BB-1701,HER2,"Human Epidermal Growth Factor Receptor 2",ADC,"A substance made up of a monoclonal antibody chemically linked to a drug. The monoclonal antibody binds to specific proteins or receptors found on certain types of cells, including cancer cells. The linked drug enters these cells and kills them without harming other cells. Some antibody-drug conjugates are used to treat cancer. Also called ADC.","Targeted Therapy",NULL,"Bliss Biopharmaceutical",Eribulin,"Tubulin inhibitor"
NCT04257110,37511,BB-1701,Pipeline,BB-1701,HER2,"Human Epidermal Growth Factor Receptor 2",ADC,"A substance made up of a monoclonal antibody chemically linked to a drug. The monoclonal antibody binds to specific proteins or receptors found on certain types of cells, including cancer cells. The linked drug enters these cells and kills them without harming other cells. Some antibody-drug conjugates are used to treat cancer. Also called ADC.","Targeted Therapy",NULL,Eisai,Eribulin,"Tubulin inhibitor"
NCT04261413,41457,RS-0139,Pipeline,"RS 0139|RS-0139",ITGAVB3,"Alpha-v beta-3",ADC,"A substance made up of a monoclonal antibody chemically linked to a drug. The monoclonal antibody binds to specific proteins or receptors found on certain types of cells, including cancer cells. The linked drug enters these cells and kills them without harming other cells. Some antibody-drug conjugates are used to treat cancer. Also called ADC.","Targeted Therapy",NULL,"RS Arastirma Egitim Danismanlik Ilac Sanayi Ticaret A.S",Docetaxel,"Tubulin inhibitor"
NCT04261413,41457,RS-0139,Pipeline,"RS 0139|RS-0139",ITGAVB5,ITGAVB5,ADC,"A substance made up of a monoclonal antibody chemically linked to a drug. The monoclonal antibody binds to specific proteins or receptors found on certain types of cells, including cancer cells. The linked drug enters these cells and kills them without harming other cells. Some antibody-drug conjugates are used to treat cancer. Also called ADC.","Targeted Therapy",NULL,"RS Arastirma Egitim Danismanlik Ilac Sanayi Ticaret A.S",Docetaxel,"Tubulin inhibitor"
NCT04261413,41457,RS-0139,Pipeline,"RS 0139|RS-0139",ITGB6,"Integrin beta-6",ADC,"A substance made up of a monoclonal antibody chemically linked to a drug. The monoclonal antibody binds to specific proteins or receptors found on certain types of cells, including cancer cells. The linked drug enters these cells and kills them without harming other cells. Some antibody-drug conjugates are used to treat cancer. Also called ADC.","Targeted Therapy",NULL,"RS Arastirma Egitim Danismanlik Ilac Sanayi Ticaret A.S",Docetaxel,"Tubulin inhibitor"
NCT04264936,50010,"disitamab vedotin",Pipeline,"Aidixi|disitamab vedotin|RC 48|RC48",HER2,"Human Epidermal Growth Factor Receptor 2",ADC,"A substance made up of a monoclonal antibody chemically linked to a drug. The monoclonal antibody binds to specific proteins or receptors found on certain types of cells, including cancer cells. The linked drug enters these cells and kills them without harming other cells. Some antibody-drug conjugates are used to treat cancer. Also called ADC.","Antibody Therapeutics",NULL,RemeGen,"Monomethyl Auristatin E","Tubulin inhibitor"
NCT04264936,50010,"disitamab vedotin",Pipeline,"Aidixi|disitamab vedotin|RC 48|RC48",HER2,"Human Epidermal Growth Factor Receptor 2",ADC,"A substance made up of a monoclonal antibody chemically linked to a drug. The monoclonal antibody binds to specific proteins or receptors found on certain types of cells, including cancer cells. The linked drug enters these cells and kills them without harming other cells. Some antibody-drug conjugates are used to treat cancer. Also called ADC.","Antibody Therapeutics",NULL,Seagen,"Monomethyl Auristatin E","Tubulin inhibitor"
NCT04266249,36871,"ado-trastuzumab emtansine",Pipeline,"ado-trastuzumab emtansine|Herceptin-DM1|Kadcyla|PRO-132365|R-3502|RG-3502|RO-5304020|T-DM1|Trastuzumab Emtansine|trastuzumab-DM1|trastuzumab-MCC-DM1|trastuzumab-mertansine",HER2,"Human Epidermal Growth Factor Receptor 2",ADC,"A substance made up of a monoclonal antibody chemically linked to a drug. The monoclonal antibody binds to specific proteins or receptors found on certain types of cells, including cancer cells. The linked drug enters these cells and kills them without harming other cells. Some antibody-drug conjugates are used to treat cancer. Also called ADC.","Targeted Therapy",NULL,Roche,"Maytansine DM1","Tubulin inhibitor"
NCT04274426,40261,"mirvetuximab soravtansine",Pipeline,"IMGN-853|M9346A-sulfo-SPDB-DM4|mirvetuximab soravtansine",FOLR1,"Folate receptor 1",ADC,"A substance made up of a monoclonal antibody chemically linked to a drug. The monoclonal antibody binds to specific proteins or receptors found on certain types of cells, including cancer cells. The linked drug enters these cells and kills them without harming other cells. Some antibody-drug conjugates are used to treat cancer. Also called ADC.","Antibody Therapeutics",NULL,ImmunoGen,"Maytansinoid DM4","Tubulin inhibitor"
NCT04280341,50010,"disitamab vedotin",Pipeline,"Aidixi|disitamab vedotin|RC 48|RC48",HER2,"Human Epidermal Growth Factor Receptor 2",ADC,"A substance made up of a monoclonal antibody chemically linked to a drug. The monoclonal antibody binds to specific proteins or receptors found on certain types of cells, including cancer cells. The linked drug enters these cells and kills them without harming other cells. Some antibody-drug conjugates are used to treat cancer. Also called ADC.","Antibody Therapeutics",NULL,RemeGen,"Monomethyl Auristatin E","Tubulin inhibitor"
NCT04280341,50010,"disitamab vedotin",Pipeline,"Aidixi|disitamab vedotin|RC 48|RC48",HER2,"Human Epidermal Growth Factor Receptor 2",ADC,"A substance made up of a monoclonal antibody chemically linked to a drug. The monoclonal antibody binds to specific proteins or receptors found on certain types of cells, including cancer cells. The linked drug enters these cells and kills them without harming other cells. Some antibody-drug conjugates are used to treat cancer. Also called ADC.","Antibody Therapeutics",NULL,Seagen,"Monomethyl Auristatin E","Tubulin inhibitor"
NCT04293562,39086,"gemtuzumab ozogamicin",Pipeline,"CDP-771|CMA-676|Gemtuzumab Ozogamicin|gemtuzumab ozogamycin|hp67.6-calicheamicin|Mylotarg|WAY-CMA 676",CD33,"Cluster of Differentiation-33",ADC,"A substance made up of a monoclonal antibody chemically linked to a drug. The monoclonal antibody binds to specific proteins or receptors found on certain types of cells, including cancer cells. The linked drug enters these cells and kills them without harming other cells. Some antibody-drug conjugates are used to treat cancer. Also called ADC.","Antibody Therapeutics",NULL,Pfizer,"N-acetyl gamma calicheamicin","DNA damaging agent"
NCT04294628,42178,"trastuzumab deruxtecan",Pipeline,"DS-8201|DS-8201a|Enhertu|fam-trastuzumab deruxtecan|fam-trastuzumab deruxtecan-nxki|T-DXd|trastuzumab deruxtecan",HER2,"Human Epidermal Growth Factor Receptor 2",ADC,"A substance made up of a monoclonal antibody chemically linked to a drug. The monoclonal antibody binds to specific proteins or receptors found on certain types of cells, including cancer cells. The linked drug enters these cells and kills them without harming other cells. Some antibody-drug conjugates are used to treat cancer. Also called ADC.","Targeted Therapy",NULL,AstraZeneca,Deruxtecan,"DNA damaging agent"
NCT04294628,42178,"trastuzumab deruxtecan",Pipeline,"DS-8201|DS-8201a|Enhertu|fam-trastuzumab deruxtecan|fam-trastuzumab deruxtecan-nxki|T-DXd|trastuzumab deruxtecan",HER2,"Human Epidermal Growth Factor Receptor 2",ADC,"A substance made up of a monoclonal antibody chemically linked to a drug. The monoclonal antibody binds to specific proteins or receptors found on certain types of cells, including cancer cells. The linked drug enters these cells and kills them without harming other cells. Some antibody-drug conjugates are used to treat cancer. Also called ADC.","Targeted Therapy",NULL,"Daiichi Sankyo",Deruxtecan,"DNA damaging agent"
NCT04300556,38801,"Farletuzumab Ecteribulin",Pipeline,"eribulin/farletuzumab ADC|Farletuzumab Ecteribulin|MORAb-202",FOLR1,"Folate receptor 1",ADC,"A substance made up of a monoclonal antibody chemically linked to a drug. The monoclonal antibody binds to specific proteins or receptors found on certain types of cells, including cancer cells. The linked drug enters these cells and kills them without harming other cells. Some antibody-drug conjugates are used to treat cancer. Also called ADC.","Antibody Therapeutics",NULL,BMS,Eribulin,"Tubulin inhibitor"
NCT04300556,38801,"Farletuzumab Ecteribulin",Pipeline,"eribulin/farletuzumab ADC|Farletuzumab Ecteribulin|MORAb-202",FOLR1,"Folate receptor 1",ADC,"A substance made up of a monoclonal antibody chemically linked to a drug. The monoclonal antibody binds to specific proteins or receptors found on certain types of cells, including cancer cells. The linked drug enters these cells and kills them without harming other cells. Some antibody-drug conjugates are used to treat cancer. Also called ADC.","Antibody Therapeutics",NULL,Eisai,Eribulin,"Tubulin inhibitor"
NCT04301375,36871,"ado-trastuzumab emtansine",Pipeline,"ado-trastuzumab emtansine|Herceptin-DM1|Kadcyla|PRO-132365|R-3502|RG-3502|RO-5304020|T-DM1|Trastuzumab Emtansine|trastuzumab-DM1|trastuzumab-MCC-DM1|trastuzumab-mertansine",HER2,"Human Epidermal Growth Factor Receptor 2",ADC,"A substance made up of a monoclonal antibody chemically linked to a drug. The monoclonal antibody binds to specific proteins or receptors found on certain types of cells, including cancer cells. The linked drug enters these cells and kills them without harming other cells. Some antibody-drug conjugates are used to treat cancer. Also called ADC.","Targeted Therapy",NULL,Roche,"Maytansine DM1","Tubulin inhibitor"
NCT04305795,38096,"cetuximab sarotalocan",Pipeline,"ASP-1929|cetuximab sarotalocan|RM-1929",EGFR,"Epidermal Growth Factor Receptor",ADC,"A substance made up of a monoclonal antibody chemically linked to a drug. The monoclonal antibody binds to specific proteins or receptors found on certain types of cells, including cancer cells. The linked drug enters these cells and kills them without harming other cells. Some antibody-drug conjugates are used to treat cancer. Also called ADC.","Targeted Therapy",NULL,"Rakuten Medical",IR700,"Tubulin inhibitor"
